mnr;KURZTEXT1;KURZTEXT2;GTIN;INTRASTATNUMMER;MENGENEINHEIT;PE;BRUTTOPREIS 2025;END PREIS;TZ;GEWICHT;B;H;T
1175611;Verschluss für UFH DN 80;;4250204469776;84819000;Stk;1;338,98;;2,50%;2,460;80,0;102,0;150,0
1175627;EWE-Klauenerweiterung DN50 auf DN80;;4250204417500;84819000;Stk;1;758,78;;2,50%;5,400;117,0;238,0;140,0
1175634;EWE-Klauenreduzierung DN80 auf DN50;;4250204473094;84819000;Stk;1;951,52;;2,50%;5,300;110,0;212,0;150,0
1175635;EWE-Klauenreduzierung DN100 auf DN80;;4250204417517;84819000;Stk;1;1.148,67;;2,50%;10,700;140,0;226,0;197,0
1175716;"EWE-Übergangsstück 80 f. Meßsonden  ¾""";;4250204477368;84819000;Stk;1;315,59;;2,50%;2,472;80,0;102,0;150,0
1175800;Entlüfter für Unterflurhydrant DN 80;;4250204457636;84819000;Stk;1;844,78;;2,50%;4,040;140,0;461,0;102,0
1175802;Entlüfter für Unterflurhydrant DN 50;Ausf. Württemberger Schachtsys.;4250204469783;84819000;Stk;1;1.028,79;;2,50%;5,328;95,0;95,0;250,0
1176006;Zylindersieb aus Edelstahl DN 50;nur für Standrohre ab 2011;4250204473100;84819000;Stk;1;61,63;;2,50%;0,053;47,0;91,0;47,0
1176008;Kegelsieb aus Edelstahl DN 80, DN 100;;4250204417555;84819000;Stk;1;61,63;;2,50%;0,061;150,0;63,0;63,0
1176016;Feinfilter aus Edelstahl DN40;;4250204496284;84819000;Stk;1;184,74;;2,50%;0,168;40,0;260,0;40,0
1176017;Feinfilter aus Edelstahl DN50;ab 2011, mit Edelstahlgewebe;4250204473117;84819000;Stk;1;228,42;;2,50%;0,315;450,0;47,0;47,0
1176018;Feinfilter aus Edelstahl DN80/100;mit Edelstahlgewebe;4250204457964;84819000;Stk;1;219,54;;2,50%;0,377;450,0;63,0;63,0
1178001;MODU-STR-UT DN 80 ohne Armatur;;4250204497731;84819000;Stk;1;682,65;;2,50%;7,952;375,0;723,0;100,0
1178004;MODU-STR-UT DN 80 mit KH;;4250204497748;84819000;Stk;1;844,00;;2,50%;13,431;375,0;925,0;100,0
1178007;MODU-STR-UT DN 80 mit KH - Handrad;;4250204497755;84819000;Stk;1;862,62;;2,50%;11,952;375,0;865,0;115,0
1178012;MODU-STR-UT Württem.DN 50 ohne Armatur;;4250204498714;84819000;Stk;1;825,38;;2,50%;9,537;375,0;1594,0;88,0
1178013;MODU-STR-UT Württem.DN 50 mit KH;;4250204498721;84819000;Stk;1;986,73;;2,50%;13,563;375,0;1736,0;151,0
1178014;MODU-STR-UT Württem.DN 50 mit KH-Handrad;;4250204498738;84819000;Stk;1;1.005,36;;2,50%;13,570;375,0;1736,0;150,0
1178015;MODU-STR-UT Württem.DN50 KH-Handrad 2,80m;;4255651700427;84819000;Stk;1;2.008,83;;2,50%;16,599;375,0;2967,0;150,0
1178050;MODU-Kopf mit WZ Q3 4, 1x AV DN 20 RV;;4250204498745;84819000;Stk;1;490,27;;2,50%;4,653;280,0;340,0;115,0
1178051;MODU-Kopf mit WZ Q3 4, 2x AV DN 20 RV;;4250204498752;84819000;Stk;1;521,29;;2,50%;5,358;290,0;340,0;140,0
1178052;MODU-Kopf mit WZ Q3 4, 4x AV DN 20 RV;;4250204498769;84819000;Stk;1;775,74;;2,50%;8,708;253,0;378,0;243,0
1178053;MODU-Kopf mit WZ Q3 4, 7x AV DN 20 RV;;4250204498776;84819000;Stk;1;893,64;;2,50%;10,875;300,0;380,0;300,0
1178054;MODU-Kopf ohne  WZ Q3 4, 1x AV DN 20 RV;mit RV und Passstück;4250204498783;84819000;Stk;1;390,97;;2,50%;3,166;115,0;340,0;190,0
1178055;MODU-Kopf ohne  WZ Q3 4, 2x AV DN 20 RV;mit RV und Passstück;4250204498790;84819000;Stk;1;428,21;;2,50%;3,871;300,0;340,0;115,0
1178056;MODU-Kopf ohne  WZ Q3 4, 4x AV DN 20 RV;mit RV und Passstück;4250204498806;84819000;Stk;1;688,84;;2,50%;7,221;250,0;380,0;250,0
1178057;MODU-Kopf ohne  WZ Q3 4, 7x AV DN 20 RV;mit RV und Passstück;4250204498813;84819000;Stk;1;806,78;;2,50%;9,271;330,0;380,0;330,0
1178060;MODU-Kopf mit WZ Q3 10, 7xAV DN20 RV;;4250204498820;84819000;Stk;1;999,16;;2,50%;11,588;330,0;430,0;330,0
1178061;MODU-Kopf mit WZ Q3 10, 1xC DN 40 RV;;4250204498837;84819000;Stk;1;831,59;;2,50%;9,103;370,0;370,0;115,0
1178062;MODU-Kopf mit WZ Q3 10, 2xC DN 40 RV;;4250204498844;84819000;Stk;1;1.148,09;;2,50%;13,728;440,0;370,0;200,0
1178063;MODU-Kopf mit WZ Q3 10, 1xAVDN20 1xC DN40;mit RV;4250204498851;84819000;Stk;1;893,64;;2,50%;9,823;390,0;390,0;200,0
1178064;MODU-Kopf ohne  WZ Q3 10, 7xAV DN20 RV;mit RV und Passstück;4250204498868;84819000;Stk;1;875,03;;2,50%;9,733;330,0;430,0;330,0
1178065;MODU-Kopf ohne WZ Q3 10, 1xC DN 40 RV;mit RV und Passstück;4250204498875;84819000;Stk;1;707,48;;2,50%;7,278;280,0;370,0;115,0
1178066;MODU-Kopf ohne  WZ Q3 10, 2xC DN 40 RV;mit RV und Passstück;4250204498882;84819000;Stk;1;1.023,98;;2,50%;11,903;440,0;370,0;115,0
1178067;MODU-Kopf ohne WZQ3 10, 1xAVDN20 1xC DN40;mit RV und Passstück;4250204498899;84819000;Stk;1;744,70;;2,50%;7,998;400,0;400,0;115,0
1178070;MODU-Kopf mit WZ Q3 16, 1xC DN40 RV;;4250204498905;84819000;Stk;1;930,88;;2,50%;12,259;410,0;400,0;135,0
1178071;MODU-Kopf mit WZ Q3 16, 2xC DN40 RV;;4250204498912;84819000;Stk;1;1.278,41;;2,50%;15,904;500,0;400,0;240,0
1178072;MODU-Kopf mit WZQ3 16, 1xAV DN20,1xC DN40;;4250204498929;84819000;Stk;1;992,94;;2,50%;12,129;390,0;420,0;240,0
1178073;MODU-Kopf ohne WZ Q3 16, 1xC  DN40 RV;mit RV und Passstück;4250204498936;84819000;Stk;1;707,48;;2,50%;8,207;280,0;400,0;115,0
1178074;MODU-Kopf ohne WZ Q3 16, 2xC  DN40 RV;mit RV und Passstück;4250204498943;84819000;Stk;1;1.055,00;;2,50%;11,852;500,0;400,0;115,0
1178075;MODU-Kopf ohne WZQ3 16,1xAV DN20,1xC DN40;mit RV und Passstück;4250204498950;84819000;Stk;1;769,53;;2,50%;8,007;390,0;420,0;115,0
1178100;MODU-Kopf mit WZ Q3 4, 1x BA DN 20;;4250204497762;84819000;Stk;1;657,83;;2,50%;5,358;82,0;298,0;310,0
1178101;MODU-Kopf mit WZ Q3 4, 2x BA DN 20;;4250204497779;84819000;Stk;1;924,67;;2,50%;6,586;82,0;298,0;310,0
1178102;MODU-Kopf mit WZ Q3 4, 4x BA DN 20;;4250204497786;84819000;Stk;1;1.638,36;;2,50%;11,421;82,0;310,0;298,0
1178103;MODU-Kopf mit WZ Q3 4, 7x BA DN 20;;4250204497793;84819000;Stk;1;2.451,31;;2,50%;16,058;340,0;389,0;389,0
1178104;MODU-Kopf ohne WZ Q3 4, 1x BA DN 20 m.P.;mit Passstück;4250204498967;84819000;Stk;1;589,56;;2,50%;3,871;120,0;300,0;220,0
1178105;MODU-Kopf ohne WZ Q3 4, 2x BA DN 20 m.P.;mit Passstück;4250204498974;84819000;Stk;1;850,21;;2,50%;5,741;120,0;300,0;220,0
1178106;MODU-Kopf ohne WZ Q3 4, 4x BA DN 20 m.P.;mit Passstück;4250204498981;84819000;Stk;1;1.557,67;;2,50%;9,980;120,0;300,0;220,0
1178107;MODU-Kopf ohne WZ Q3 4, 7x BA DN 20 m.P.;mit Passstück;4250204498998;84819000;Stk;1;2.364,44;;2,50%;14,571;120,0;300,0;220,0
1178110;MODU-Kopf mit WZ Q3 10, 7x BA DN 20;;4250204497809;84819000;Stk;1;2.532,00;;2,50%;16,341;390,0;340,0;390,0
1178111;MODU-Kopf mit WZ Q3 10, 1x BA DN 40;;4250204497816;84819000;Stk;1;1.576,31;;2,50%;10,343;428,0;382,0;115,0
1178112;MODU-Kopf mit WZ Q3 10, 2x BA DN 40;;4250204497823;84819000;Stk;1;2.718,18;;2,50%;15,453;206,0;382,0;616,0
1178113;MODU-Kopf mit  WZQ3 10, 1xDN20 1xDN40 BA;;4250204497830;84819000;Stk;1;1.855,55;;2,50%;11,653;477,0;382,0;199,0
1178114;MODU-Kopf ohne WZ Q3 10, 7x BA DN 20 m.P.;mit Passstück;4250204499001;84819000;Stk;1;2.395,47;;2,50%;14,208;400,0;400,0;400,0
1178115;MODU-Kopf ohne WZ Q3 10, 1x BA DN 40 m.P.;mit Passstück;4250204499018;84819000;Stk;1;1.464,58;;2,50%;8,518;400,0;400,0;400,0
1178116;MODU-Kopf ohne WZ Q3 10, 2x BA DN 40 m.P.;mit Passstück;4250204499025;84819000;Stk;1;2.575,44;;2,50%;13,683;400,0;400,0;400,0
1178117;MODU-Kopf ohne WZ Q3 10, 1xDN20 1xDN40 BA;mit Passstück;4250204499032;84819000;Stk;1;1.675,60;;2,50%;9,827;400,0;400,0;400,0
1178120;MODU-Kopf mit WZ Q3 16, 1x BA DN 40;;4250204497847;84819000;Stk;1;1.669,38;;2,50%;12,609;115,0;416,0;280,0
1178121;MODU-Kopf mit WZ Q3 16, 2x BA DN 40;;4250204497854;84819000;Stk;1;2.798,85;;2,50%;18,600;616,0;243,0;416,0
1178122;MODU-Kopf mit WZ Q3 16, 1xDN20 1xDN40 BA;;4250204497861;84819000;Stk;1;1.954,85;;2,50%;14,011;480,0;414,0;236,0
1178123;MODU-Kopf ohne WZ Q3 16, 1xDN40 BA  m.P.;mit Passstück;4250204499049;84819000;Stk;1;1.464,58;;2,50%;8,857;333,0;420,0;115,0
1178124;MODU-Kopf ohne WZ Q3 16, 2xDN 40 BA  m.P.;mit Passstück;4250204499056;84819000;Stk;1;2.556,82;;2,50%;14,563;620,0;420,0;111,0
1178125;MODU-Kopf ohne WZ Q3 16,1x DN20 1xDN40 BA;mit Passstück;4250204499063;84819000;Stk;1;1.737,65;;2,50%;9,946;480,0;420,0;105,0
1178200;MODU-Spülkopf mit C-Storz;;4250204497878;84819000;Stk;1;262,08;;2,50%;2,271;118,0;171,0;137,0
1178201;MODU-Spülkopf mit B-Storz;;4250204497885;84819000;Stk;1;357,95;;2,50%;2,798;1266,0;185,0;137,0
1178202;MODU-Spülkopf mit Spülkissen;;4255651700083;84819000;Stk;1;968,69;;2,50%;99,000;;;
1178203;MODU-Spülkopf, C u. Probeentnahmeventil;;4250204498332;84819000;Stk;1;428,21;;2,50%;3,540;173,0;171,0;151,0
1178204;MODU-Spülkopf und  Bogen und Spülrohr;ohne Anschlussmöglichkeit;4250204499896;84819000;Stk;1;369,51;;2,50%;3,657;415,0;242,0;115,0
1178205;MODU-Kopf mit Manometer und  ¾ KH, Geka;;4255651700090;84819000;Stk;1;386,66;;2,50%;3,540;173,0;171,0;151,0
1178209;MODU-Kopf-Blindkupplung;;4250204499100;84819000;Stk;1;279,27;;2,50%;1,000;115,0;92,0;74,0
1178210;MODU-Spülkopf mit Bogen und C-Storz;;4250204499117;84819000;Stk;1;308,43;;2,50%;2,800;115,0;157,0;198,0
1178211;MODU-Kopf mit Be-und Entlüfter d40;;4255651700106;84819000;Stk;1;1.031,45;;2,50%;1,946;;;
1178212;MODU-Spülkopf mit 2xKH C-Kupplung;;4255651700434;84819000;Stk;1;1.456,71;;2,50%;11,700;496,0;185,0;214,0
1180002;Überflurhydranten-WZ Q3=4, C x C;;4250204480207;84819000;Stk;1;745,08;;2,50%;5,800;99,0;199,0;548,0
1180004;Überflurhydranten-WZ Q3=4, C x 1AV3/4;;4250204417746;84819000;Stk;1;642,02;;2,50%;4,300;482,0;145,0;98,0
1180011;Überflurhydranten Anschluß, C x 1AV3/4 BA;;4250204483031;84819000;Stk;1;595,63;;2,50%;3,450;99,0;230,0;324,0
1180042;Überflurhydranten-WZ Q3=10, C x 2AV3/4 BA;;4250204484502;84819000;Stk;1;1.164,00;;2,50%;7,400;355,0;231,0;493,0
1180043;Überflurhydranten-WZ Q3=10, B x 2AV3/4 BA; ;4250204484519;84819000;Stk;1;1.276,79;;2,50%;8,976;464,0;220,0;353,0
1180044;Überflurhydranten-WZ Q3=4, C x 1AV3/4 BA;;4250204462128;84819000;Stk;1;834,36;;2,50%;5,150;98,0;230,0;519,0
1180045;Überflurhydranten-WZ Q3=10, B x 1AV3/4 BA;;4250204462142;84819000;Stk;1;733,09;;2,50%;7,535;570,0;221,0;126,0
1180047;Überflurhydranten-WZ Q3=10, C x 1AV3/4 BA;;4250204483048;84819000;Stk;1;909,26;;2,50%;5,900;102,0;231,0;595,0
1180048;Überflurhydr.-WZ G1¼, C x 1AV3/4 BA, o.WZ;;4250204483055;84819000;Stk;1;744,64;;2,50%;3,615;102,0;231,0;595,0
1180102;Überflurhydranten-WZ Q3=10, C x C;;4250204417760;84819000;Stk;1;819,98;;2,50%;6,320;102,0;201,0;593,0
1180103;Überflurhydranten-WZ Q3=10, B x C;;4250204494846;90289090;Stk;1;991,03;;2,50%;7,147;560,0;191,0;126,0
1180302;Überflurhydranten Anschluß, C x G1;;4250204417807;84819000;Stk;1;470,56;;2,50%;2,000;98,0;135,0;178,0
1180402;Überflurhydranten Anschluß, C x G1¼;;4250204417821;84819000;Stk;1;470,56;;2,50%;2,010;180,0;135,0;98,0
1180403;Überflurhydr. Anschluß, Belüfter, C x G1¼;mit Belüfter;4250204484533;84819000;Stk;1;595,63;;2,50%;2,900;105,0;263,0;340,0
1180413;Überflurhydr. Anschluß, Belüfter, C x G1½;;4250204484540;84819000;Stk;1;571,94;;2,50%;2,570;105,0;263,0;340,0
1180414;Überflurhydr. Anschluß, Belüfter, B x G1½;;4255651700441;84819000;Stk;1;658,95;;2,50%;3,441;127,0;194,0;126,0
1180501;Überflurhydr. Anschluß, C x C BA o.Winkel;;4250204480214;84819000;Stk;1;1.670,96;;2,50%;6,455;105,0;263,0;340,0
1180502;Überflurhydranten Anschluß, C x C BA;;4250204457995;84819000;Stk;1;1.784,20;;2,50%;7,300;105,0;265,0;425,0
1180504;Überflurhydranten Anschluß, B x C BA;;4250204494853;84819000;Stk;1;1.834,52;;2,50%;8,120;392,0;252,0;126,0
1500014;Abwasser-Absperrarmatur PN10 d50;;4250204448436;84819000;Stk;1;385,84;;2,50%;3,002;260,0;210,0;400,0
1500514;Abwasser-Absperrarmatur d50 Lang;mit langen Stutzen;4250204448429;84819000;Stk;1;392,09;;2,50%;3,200;260,0;210,0;400,0
1501014;Abwasser-Absperrarmatur 45° d50 / d63;;4250204448412;84819000;Stk;1;407,14;;2,50%;3,547;260,0;210,0;400,0
1504600;Abw-AA-AGS DN50 x PE-Stutzen d50 kurz;;4250204484564;84819000;Stk;1;416,50;;2,50%;5,607;260,0;210,0;400,0
1504601;Abw-AA-AGS DN65 x PE-Stutzen d50 kurz;;4250204484571;84819000;Stk;1;416,50;;2,50%;5,640;260,0;210,0;400,0
1504602;Abw-AA-AGS DN80 x PE-Stutzen d50 kurz;;4250204484588;84819000;Stk;1;420,36;;2,50%;6,165;260,0;210,0;400,0
1504603;Abw-AA-AGS DN100 x PE-Stutzen d50 kurz;;4250204484595;84819000;Stk;1;426,05;;2,50%;6,602;260,0;210,0;400,0
1504604;Abw-AA-AGS DN125 x PE-Stutzen d50 kurz;;4250204484601;84819000;Stk;1;431,85;;2,50%;7,084;260,0;210,0;400,0
1504605;Abw-AA-AGS DN150 x PE-Stutzen d50 kurz;;4250204484618;84819000;Stk;1;435,59;;2,50%;7,546;260,0;210,0;400,0
1504606;Abw-AA-AGS DN175 x PE-Stutzen d50 kurz;;4250204484625;84819000;Stk;1;445,00;;2,50%;7,570;260,0;210,0;400,0
1504607;Abw-AA-AGS DN200/225 x PE-Stutz. d50 kurz;;4250204484632;84819000;Stk;1;445,00;;2,50%;8,202;260,0;210,0;400,0
1504608;Abw-AA-AGS DN250/275 x PE-Stutz. d50 kurz;;4250204484649;84819000;Stk;1;469,77;;2,50%;9,300;260,0;210,0;400,0
1504609;Abw-AA-AGS DN300 x PE-Stutzen d50 kurz;;4250204484656;84819000;Stk;1;490,61;;2,50%;10,000;260,0;210,0;400,0
1504610;Abw-AA-AGS DN350 x PE-Stutzen d50 kurz;;4250204484663;84819000;Stk;1;547,48;;2,50%;10,200;260,0;210,0;400,0
1504611;Abw-AA-AGS DN400 x PE-Stutzen d50 kurz;;4250204484670;84819000;Stk;1;547,48;;2,50%;10,400;260,0;210,0;400,0
1504612;Abw-AA-AGS DN450 x PE-Stutzen d50 kurz;;4250204484687;84819000;Stk;1;585,41;;2,50%;12,200;260,0;210,0;400,0
1504613;Abw-AA-AGS DN500 x PE-Stutzen d50 kurz;;4250204484694;84819000;Stk;1;585,41;;2,50%;12,280;260,0;210,0;400,0
1504630;Abw-AA-AGS DN50 x PE-Stutzen d50 lang;;4250204484700;84819000;Stk;1;419,88;;2,50%;5,750;260,0;210,0;400,0
1504631;Abw-AA-AGS DN65 x PE-Stutzen d50 lang;;4250204484717;84819000;Stk;1;419,88;;2,50%;5,788;260,0;210,0;400,0
1504632;Abw-AA-AGS DN80 x PE-Stutzzen d50 lang;;4250204484724;84819000;Stk;1;423,78;;2,50%;6,314;260,0;210,0;400,0
1504633;Abw-AA-AGS DN100 x PE-Stutzen d50 lang;;4250204484731;84819000;Stk;1;429,44;;2,50%;6,751;260,0;210,0;400,0
1504634;Abw-AA-AGS DN125 x PE-Stutzen d50 lang;;4250204484748;84819000;Stk;1;435,28;;2,50%;7,233;260,0;210,0;400,0
1504635;Abw-AA-AGS DN150 x PE-Stutzen d50 lang;;4250204484755;84819000;Stk;1;438,70;;2,50%;7,700;260,0;210,0;400,0
1504636;Abw-AA-AGS DN175 x PE-Stutzen d50 lang;;4250204484762;84819000;Stk;1;448,27;;2,50%;7,725;260,0;210,0;400,0
1504637;Abw-AA-AGS DN200/225 x PE-Stutz. d50 lang;;4250204484779;84819000;Stk;1;448,27;;2,50%;8,351;260,0;210,0;400,0
1504638;Abw-AA-AGS DN250/275 x PE-Stutz. d50 lang;;4250204484786;84819000;Stk;1;473,02;;2,50%;9,446;260,0;210,0;400,0
1504639;Abw-AA-AGS DN300 x PE-Stutzen d50 lang;;4250204484793;84819000;Stk;1;493,90;;2,50%;10,148;260,0;210,0;400,0
1504640;Abw-AA-AGS DN350 x PE-Stutzen d50 lang;;4250204484809;84819000;Stk;1;550,90;;2,50%;10,361;260,0;210,0;400,0
1504641;Abw-AA-AGS DN400 x PE-Stutzen d50 lang;;4250204484816;84819000;Stk;1;550,90;;2,50%;10,542;260,0;210,0;400,0
1504642;Abw-AA-AGS DN450 x PE-Stutzen d50 lang;;4250204484823;84819000;Stk;1;588,53;;2,50%;12,352;260,0;210,0;400,0
1504643;Abw-AA-AGS DN500 x PE-Stutzen d50 lang;;4250204484830;84819000;Stk;1;588,53;;2,50%;12,432;260,0;210,0;400,0
1504660;"Abw-AA-AGS DN50 x PVC-Stutzen IG 1½""";;4250204484847;84819000;Stk;1;416,50;;2,50%;5,389;260,0;210,0;400,0
1504661;"Abw-AA-AGS DN65 x PVC-Stutzen IG 1½""";;4250204484854;84819000;Stk;1;416,50;;2,50%;5,871;260,0;210,0;400,0
1504662;"Abw-AA-AGS DN80 x PVC-Stutzen IG 1½""";;4250204484861;84819000;Stk;1;420,36;;2,50%;6,400;260,0;210,0;400,0
1504663;"Abw-AA-AGS DN100 x PVC-Stutzen IG 1½""";;4250204484878;84819000;Stk;1;426,05;;2,50%;6,800;260,0;210,0;400,0
1504664;"Abw-AA-AGS DN125 x PVC-Stutzen IG 1½""";;4250204484885;84819000;Stk;1;431,85;;2,50%;7,316;260,0;210,0;400,0
1504665;"Abw-AA-AGS DN150 x PVC-Stutzen IG 1½""";;4250204484892;84819000;Stk;1;435,59;;2,50%;7,778;260,0;210,0;400,0
1504666;"Abw-AA-AGS DN175 x PVC-Stutzen IG 1½""";;4250204484908;84819000;Stk;1;445,00;;2,50%;7,808;260,0;210,0;400,0
1504667;"Abw-AA-AGS DN200/225 x PVC-Stutzen IG 1½""";;4250204484915;84819000;Stk;1;445,00;;2,50%;8,400;260,0;210,0;400,0
1504668;"ABW-AA-AGS DN250/275 x PVC-Stutzen IG 1½""";;4250204484922;84819000;Stk;1;469,77;;2,50%;9,529;260,0;210,0;400,0
1504669;"Abw-AA-AGS DN300 x PVC-Stutzen IG 1½""";;4250204484939;84819000;Stk;1;490,61;;2,50%;10,231;260,0;210,0;400,0
1504670;"Abw-AA-AGS DN350 x PVC-Stutzen IG 1½""";;4250204484946;84819000;Stk;1;547,48;;2,50%;10,444;260,0;210,0;400,0
1504671;"Abw-AA-AGS DN400 x PVC-Stutzen IG 1½""";;4250204484953;84819000;Stk;1;547,48;;2,50%;10,625;260,0;210,0;400,0
1504672;"Abw-AA-AGS DN450 x PVC-Stutzen IG 1½""";;4250204484960;84819000;Stk;1;585,41;;2,50%;12,435;260,0;210,0;400,0
1504673;"Abw-AA-AGS DN500 x PVC-Stutzen IG 1½""";;4250204484977;84819000;Stk;1;585,41;;2,50%;12,515;260,0;210,0;400,0
1541015;"Abw-AA  +ELGEF Plus+ d63 x PVC IG 1½""";;4250204448405;84819000;Stk;1;422,02;;2,50%;1,000;260,0;210,0;400,0
1541016;"Abw-AA  +ELGEF Plus+ d75 x PVC IG 1½""";;4250204448399;84819000;Stk;1;428,41;;2,50%;1,000;260,0;210,0;400,0
1541017;"Abw-AA  +ELGEF Plus+ d90 x PVC IG 1½""";;4250204448382;84819000;Stk;1;430,68;;2,50%;1,000;260,0;210,0;400,0
1541018;"Abw-AA  +ELGEF Plus+ d110 x PVC IG 1½""";;4250204448375;84819000;Stk;1;432,82;;2,50%;1,000;260,0;210,0;400,0
1541019;"Abw-AA  +ELGEF Plus+ d140 x PVC IG 1½""";;4250204448368;84819000;Stk;1;467,13;;2,50%;2,500;260,0;210,0;400,0
1541020;"Abw-AA  +ELGEF Plus+ d160 x PVC IG 1½""";;4250204448351;84819000;Stk;1;492,81;;2,50%;2,500;260,0;210,0;400,0
1541021;"Abw-AA  +ELGEF Plus+ d225 x PVC IG 1½""";;4250204448344;84819000;Stk;1;556,93;;2,50%;2,500;260,0;210,0;400,0
1541031;"Abw-AA  +ELGEF Plus+ d125 x PVC IG 1½""";;4250204448337;84819000;Stk;1;454,23;;2,50%;2,500;260,0;210,0;400,0
1541032;"Abw-AA  +ELGEF Plus+ d180 x PVC IG 1½""";;4250204448320;84819000;Stk;1;499,20;;2,50%;2,500;260,0;210,0;400,0
1541033;"Abw-AA  +ELGEF Plus+ d200 x PVC IG 1½""";;4250204448313;84819000;Stk;1;524,72;;2,50%;2,500;260,0;210,0;400,0
1541517;"Abw-AA ""Frialen"" d90 x PVC IG 1½""";;4250204448306;84819000;Stk;1;565,57;;2,50%;4,480;260,0;210,0;400,0
1541518;"Abw-AA ""Frialen"" d110 x PVC IG 1½""";;4250204448290;84819000;Stk;1;580,48;;2,50%;1,000;260,0;210,0;400,0
1541520;"Abw-AA ""Frialen"" d160 x PVC IG 1½""";;4250204448283;84819000;Stk;1;666,16;;2,50%;2,500;260,0;210,0;400,0
1541521;"Abw-AA ""Frialen"" d225 x PVC IG 1½""";;4250204448276;84819000;Stk;1;702,47;;2,50%;2,500;260,0;210,0;400,0
1541531;"Abw-AA ""Frialen"" d125 x PVC IG 1½""";;4250204448269;84819000;Stk;1;638,35;;2,50%;2,500;260,0;210,0;400,0
1541532;"Abw-AA ""Frialen"" d180 x PVC IG 1½""";;4250204448252;84819000;Stk;1;668,29;;2,50%;2,500;260,0;210,0;400,0
1541533;"Abw-AA ""Frialen"" d200 x PVC IG 1½""";;4250204448245;84819000;Stk;1;693,83;;2,50%;2,500;260,0;210,0;400,0
1542001;Abw-AA  +ELGEF Plus+ d63 x PE d50 kurz;;4250204448238;84819000;Stk;1;422,02;;2,50%;3,500;260,0;210,0;400,0
1542003;Abw-AA  +ELGEF Plus+ d75 x PE d50 kurz;;4250204448221;84819000;Stk;1;428,41;;2,50%;1,000;260,0;210,0;400,0
1542005;Abw-AA  +ELGEF Plus+ d90 x PE d50 kurz;;4250204448214;84819000;Stk;1;430,68;;2,50%;3,650;260,0;210,0;400,0
1542007;Abw-AA  +ELGEF Plus+ d110 x PE d50 kurz;;4250204448207;84819000;Stk;1;432,82;;2,50%;1,000;260,0;210,0;400,0
1542009;Abw-AA  +ELGEF Plus+ d125 x PE d50 kurz;;4250204448191;84819000;Stk;1;454,23;;2,50%;3,610;260,0;210,0;400,0
1542011;Abw-AA  +ELGEF Plus+ d140 x PE d50 kurz;;4250204448184;84819000;Stk;1;467,13;;2,50%;1,000;260,0;210,0;400,0
1542013;Abw-AA  +ELGEF Plus+ d160 x PE d50 kurz;;4250204448177;84819000;Stk;1;492,81;;2,50%;1,000;260,0;210,0;400,0
1542015;Abw-AA  +ELGEF Plus+ d180 x PE d50 kurz;;4250204448160;84819000;Stk;1;499,20;;2,50%;3,800;260,0;210,0;400,0
1542017;Abw-AA  +ELGEF Plus+ d200 x PE d50 kurz;;4250204448153;84819000;Stk;1;524,72;;2,50%;1,000;260,0;210,0;400,0
1542019;Abw-AA  +ELGEF Plus+ d225 x PE d50 kurz;;4250204448146;84819000;Stk;1;556,93;;2,50%;1,000;260,0;210,0;400,0
1542505;"Abw-AA ""Frialen"" d90 x PE d50 kurz";;4250204447910;84819000;Stk;1;565,57;;2,50%;1,000;260,0;210,0;400,0
1542507;"Abw-AA ""Frialen"" d110 x PE d50 kurz";;4250204447903;84819000;Stk;1;580,48;;2,50%;5,000;260,0;210,0;400,0
1542509;"Abw-AA ""Frialen"" d125 x PE d50 kurz";;4250204447897;84819000;Stk;1;638,35;;2,50%;1,000;260,0;210,0;400,0
1542513;"Abw-AA ""Frialen"" d160 x PE d50 kurz";;4250204447880;84819000;Stk;1;666,16;;2,50%;1,000;260,0;210,0;400,0
1542515;"Abw-AA ""Frialen"" d180 x PE d50 kurz";;4250204447873;84819000;Stk;1;668,29;;2,50%;1,000;260,0;210,0;400,0
1542517;"Abw-AA ""Frialen"" d200 x PE d50 kurz";;4250204447866;84819000;Stk;1;693,83;;2,50%;1,000;260,0;210,0;400,0
1542519;"Abw-AA ""Frialen"" d225 x PE d50 kurz";;4250204447859;84819000;Stk;1;702,47;;2,50%;1,000;260,0;210,0;400,0
1543002;Abw-AA  +ELGEF Plus+ d63 x PE d50 lang;;4250204447842;84819000;Stk;1;425,42;;2,50%;2,500;260,0;210,0;400,0
1543004;Abw-AA  +ELGEF Plus+ d75 x PE d50 lang;;4250204447835;84819000;Stk;1;431,79;;2,50%;3,700;260,0;210,0;400,0
1543006;Abw-AA  +ELGEF Plus+ d90 x PE d50 lang;;4250204447828;84819000;Stk;1;434,10;;2,50%;1,000;260,0;210,0;400,0
1543008;Abw-AA +ELGEF Plus+ d110 x PE d50 lang;;4250204447811;84819000;Stk;1;436,22;;2,50%;1,000;260,0;210,0;400,0
1543010;Abw-AA +ELGEF Plus+ d125 x PE d50 lang;;4250204447804;84819000;Stk;1;457,33;;2,50%;2,500;260,0;210,0;400,0
1543012;Abw-AA +ELGEF Plus+ d140 x PE d50 lang;;4250204447798;84819000;Stk;1;470,39;;2,50%;1,000;260,0;210,0;400,0
1543014;Abw-AA +ELGEF Plus+ d160 x PE d50 lang;;4250204447781;84819000;Stk;1;496,06;;2,50%;1,000;260,0;210,0;400,0
