mnr;KURZTEXT1;KURZTEXT2;GTIN;INTRASTATNUMMER;MENGENEINHEIT;PE;BRUTTOPREIS 2025;END PREIS;TZ;GEWICHT;B;H;T
1116233;Kugelhahn-AA für PE mit PE-H d110xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472295;84819000;Stk;1;328,66;;2,50%;5,800;240,0;125,0;330,0
1116234;Kugelhahn-AA für PE mit PE-H d125xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472301;84819000;Stk;1;353,80;;2,50%;6,230;240,0;125,0;330,0
1116235;Kugelhahn-AA für PE mit PE-H d140xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472318;84819000;Stk;1;353,80;;2,50%;6,800;240,0;125,0;330,0
1116236;Kugelhahn-AA für PE mit PE-H d160xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472325;84819000;Stk;1;353,80;;2,50%;7,000;240,0;125,0;330,0
1116237;Kugelhahn-AA für PE mit PE-H d180xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472332;84819000;Stk;1;498,10;;2,50%;8,700;440,0;125,0;400,0
1116238;Kugelhahn-AA für PE mit PE-H d200xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472349;84819000;Stk;1;auf Anfrage;;#WERT!;9,200;260,0;210,0;400,0
1116239;Kugelhahn-AA für PE mit PE-H d225xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472356;84819000;Stk;1;396,24;;2,50%;9,900;440,0;125,0;400,0
1116240;Kugelhahn-AA für PE mit PE-H d250xRp1½ Si;Niro-Halteband, Nur für Wasser!;4250204472363;84819000;Stk;1;533,98;;2,50%;6,160;440,0;125,0;400,0
1116241;Kugelhahn-AA für PE mit PE-H d280xRp1½ Si;Niro-Halteband, Nur für Wasser!;4250204472370;84819000;Stk;1;538,01;;2,50%;5,950;440,0;125,0;400,0
1116242;Kugelhahn-AA für PE mit PE-H d315xRp1½ Si;Niro-Halteband, Nur für Wasser!;4250204472387;84819000;Stk;1;542,30;;2,50%;5,850;440,0;125,0;400,0
1116243;Kugelhahn-AA für PE mit PE-H d280xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472394;84819000;Stk;1;785,75;;2,50%;16,300;440,0;125,0;400,0
1116244;Kugelhahn-AA für PE mit PE-H d315xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472400;84819000;Stk;1;789,65;;2,50%;18,500;440,0;125,0;400,0
1116300;Kolbenschieber-AA für PVC DN50xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204471175;84819000;Stk;1;276,44;;2,50%;21,400;180,0;120,0;320,0
1116301;Kolbenschieber-AA für PVC DN65xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204471182;84819000;Stk;1;293,94;;2,50%;4,600;180,0;120,0;320,0
1116302;Kolbenschieber-AA für PVC DN80xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204471199;84819000;Stk;1;293,94;;2,50%;5,150;240,0;125,0;330,0
1116303;Kolbenschieber-AA für PVC DN100xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204471205;84819000;Stk;1;293,94;;2,50%;5,711;240,0;125,0;330,0
1116304;Kolbenschieber-AA für PVC DN125xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204471212;84819000;Stk;1;319,41;;2,50%;6,750;180,0;120,0;320,0
1116305;Kolbenschieber-AA für PVC DN150xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204471229;84819000;Stk;1;319,41;;2,50%;7,200;240,0;125,0;330,0
1116306;Kolbenschieber-AA für PVC DN200xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204471236;84819000;Stk;1;362,39;;2,50%;10,200;440,0;125,0;400,0
1116307;Kolbenschieber-AA für PVC DN250xRp1½ Si;Niro-Halteband, Nur für Wasser!;4250204471243;84819000;Stk;1;505,01;;2,50%;5,950;440,0;125,0;400,0
1116308;Kolbenschieber-AA für PVC DN300xRp1½ Si;Niro-Halteband, Nur für Wasser!;4250204471250;84819000;Stk;1;509,37;;2,50%;5,780;440,0;125,0;400,0
1116309;Kolbenschieber-AA für PVC DN250xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204471267;84819000;Stk;1;757,73;;2,50%;16,230;440,0;125,0;400,0
1116310;Kolbenschieber-AA für PVC DN300xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204471274;84819000;Stk;1;761,86;;2,50%;18,430;440,0;125,0;400,0
1116330;Kolbensch.-AA für PE m. PE-H d63xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204472417;84819000;Stk;1;316,59;;2,50%;4,500;180,0;120,0;320,0
1116331;Kolbensch.-AA für PE m. PE-H d75xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204472424;84819000;Stk;1;334,53;;2,50%;4,700;180,0;120,0;320,0
1116332;Kolbensch.-AA für PE m. PE-H d90xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472431;84819000;Stk;1;334,53;;2,50%;5,000;240,0;125,0;330,0
1116333;Kolbensch.-AA f. PE m. PE-H  d110xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472448;84819000;Stk;1;334,53;;2,50%;5,450;240,0;125,0;330,0
1116334;Kolbensch.-AA f. PE m. PE-H  d125xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472455;84819000;Stk;1;360,16;;2,50%;1,000;240,0;125,0;330,0
1116335;Kolbensch.-AA f. PE m. PE-H  d140xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472462;84819000;Stk;1;360,16;;2,50%;7,120;180,0;120,0;320,0
1116336;Kolbensch.-AA f. PE m. PE-H  d160xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472479;84819000;Stk;1;360,16;;2,50%;10,930;240,0;125,0;330,0
1116337;Kolbensch.-AA f. PE m. PE-H  d180xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472486;84819000;Stk;1;459,00;;2,50%;1,000;240,0;125,0;330,0
1116338;Kolbensch.-AA f. PE m. PE-H  d200xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472493;84819000;Stk;1;auf Anfrage;;#WERT!;1,000;240,0;125,0;330,0
1116339;Kolbensch.-AA f. PE m. PE-H  d225xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472509;84819000;Stk;1;403,76;;2,50%;1,000;240,0;125,0;330,0
1116340;Kolbensch.-AA f. PE m. PE-H  d250xRp1½ Si;Niro-Halteband, Nur für Wasser!;4250204472516;84819000;Stk;1;640,85;;2,50%;1,000;240,0;125,0;330,0
1116341;Kolbensch.-AA f. PE m. PE-H  d280xRp1½ Si;Niro-Halteband, Nur für Wasser!;4250204472523;84819000;Stk;1;549,57;;2,50%;1,000;240,0;125,0;330,0
1116342;Kolbensch.-AA f. PE m. PE-H  d315xRp1½ Si;Niro-Halteband, Nur für Wasser!;4250204472530;84819000;Stk;1;553,68;;2,50%;20,500;440,0;125,0;400,0
1116343;Kolbensch.-AA f. PE m. PE-H  d280xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472547;84819000;Stk;1;804,23;;2,50%;17,080;440,0;125,0;400,0
1116344;Kolbensch.-AA f. PE m. PE-H  d315xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204472554;84819000;Stk;1;808,05;;2,50%;17,080;440,0;125,0;400,0
1116400;KERA-AA für PVC DN50xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204474152;84819000;Stk;1;364,86;;2,50%;5,700;260,0;280,0;400,0
1116401;KERA-AA für PVC DN65xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204474169;84819000;Stk;1;382,92;;2,50%;6,100;260,0;280,0;400,0
1116402;KERA-AA für PVC DN80xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474176;84819000;Stk;1;382,92;;2,50%;7,200;260,0;280,0;400,0
1116403;KERA-AA für PVC DN100xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474183;84819000;Stk;1;382,92;;2,50%;7,200;260,0;280,0;400,0
1116404;KERA-AA für PVC DN125xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474190;84819000;Stk;1;408,91;;2,50%;8,130;260,0;280,0;400,0
1116405;KERA-AA für PVC DN150xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474206;84819000;Stk;1;408,91;;2,50%;8,340;260,0;280,0;400,0
1116406;KERA-AA für PVC DN200xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204478921;84819000;Stk;1;453,12;;2,50%;11,180;260,0;280,0;400,0
1116407;KERA-AA für PVC DN250xRp1½ Si, Niro;Nur für Wasser!;4250204474213;84819000;Stk;1;588,63;;2,50%;7,200;260,0;280,0;400,0
1116408;KERA-AA für PVC DN300xRp1½ Si, Niro;Nur für Wasser!;4250204474220;84819000;Stk;1;592,70;;2,50%;7,100;260,0;280,0;400,0
1116409;KERA-AA für PVC DN250xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474237;84819000;Stk;1;838,63;;2,50%;17,500;260,0;280,0;400,0
1116410;KERA-AA für PVC DN300xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474244;84819000;Stk;1;847,25;;2,50%;19,750;260,0;280,0;400,0
1116430;KERA-AA für PE mit PE-H d63xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204474251;84819000;Stk;1;382,41;;2,50%;6,200;260,0;280,0;400,0
1116431;KERA-AA für PE mit PE-H d75xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204474268;84819000;Stk;1;400,27;;2,50%;6,220;260,0;280,0;400,0
1116432;KERA-AA für PE mit PE-H d90xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474275;84819000;Stk;1;400,27;;2,50%;6,700;260,0;280,0;400,0
1116433;KERA-AA für PE mit PE-H d110xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474282;84819000;Stk;1;400,27;;2,50%;7,580;260,0;280,0;400,0
1116434;KERA-AA für PE mit PE-H d125xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474299;84819000;Stk;1;426,33;;2,50%;7,750;260,0;280,0;400,0
1116435;KERA-AA für PE mit PE-H d140xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474305;84819000;Stk;1;426,33;;2,50%;8,300;260,0;280,0;400,0
1116436;KERA-AA für PE mit PE-H d160xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474312;84819000;Stk;1;426,33;;2,50%;8,500;260,0;280,0;400,0
1116437;KERA-AA für PE mit PE-H d180xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474329;84819000;Stk;1;523,21;;2,50%;10,123;260,0;280,0;400,0
1116438;KERA-AA für PE mit PE-H d200xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204474336;84819000;Stk;1;auf Anfrage;;#WERT!;9,000;260,0;280,0;400,0
1116439;KERA-AA für PE mit PE-H d225xRp1½Si;Brücke aus GGG, Nur für Wasser!;4250204474343;84819000;Stk;1;470,29;;2,50%;11,300;260,0;280,0;400,0
1116440;KERA-AA für PE mit PE-H d250xRp1½Si, Niro;Nur für Wasser!;4250204474350;84819000;Stk;1;694,94;;2,50%;7,600;260,0;280,0;400,0
1116441;KERA-AA für PE mit PE-H d280xRp1½Si, Niro;Nur für Wasser!;4250204474367;84819000;Stk;1;605,69;;2,50%;7,400;260,0;280,0;400,0
1116442;KERA-AA für PE mit PE-H d315xRp1½Si, Niro;Nur für Wasser!;4250204474374;84819000;Stk;1;609,75;;2,50%;7,270;260,0;280,0;400,0
1116443;KERA-AA für PE mit PE-H d280xRp1½Si;Brücke aus GGG, Nur für Wasser!;4250204474381;84819000;Stk;1;873,71;;2,50%;17,720;260,0;280,0;400,0
1116444;KERA-AA für PE mit PE-H d315xRp1½Si;Brücke aus GGG, Nur für Wasser!;4250204474398;84819000;Stk;1;894,12;;2,50%;19,920;260,0;280,0;400,0
1116600;VAA für PVC DN50xRp1¼ Si;Brücke aus GGG, Nur für Wasser!;4250204471281;84819000;Stk;1;258,23;;2,50%;3,700;180,0;120,0;320,0
1116601;VAA für PVC DN65xRp1¼ Si;Brücke aus GGG, Nur für Wasser!;4250204471298;84819000;Stk;1;275,91;;2,50%;4,200;180,0;120,0;320,0
1116602;VAA für PVC DN80xRp1¼ Si;Brücke aus GGG, Nur für Wasser!;4250204471304;84819000;Stk;1;275,91;;2,50%;4,650;240,0;125,0;330,0
1116603;VAA für PVC DN100xRp1¼ Si;Brücke aus GGG, Nur für Wasser!;4250204471311;84819000;Stk;1;275,91;;2,50%;5,250;240,0;125,0;330,0
1116604;VAA für PVC DN125xRp1¼ Si;Brücke aus GGG, Nur für Wasser!;4250204471328;84819000;Stk;1;301,35;;2,50%;6,600;240,0;125,0;330,0
1116605;VAA für PVC DN150xRp1¼ Si;Brücke aus GGG, Nur für Wasser!;4250204471335;84819000;Stk;1;301,35;;2,50%;6,600;240,0;125,0;330,0
1116606;VAA für PVC DN200xRp1¼ Si;Brücke aus GGG, Nur für Wasser!;4250204471342;84819000;Stk;1;344,33;;2,50%;9,750;440,0;125,0;400,0
1116607;VAA für PVC DN250xRp1¼ Si, Niro;Nur für Wasser!;4250204469097;84819000;Stk;1;486,24;;2,50%;5,400;440,0;125,0;400,0
1116608;VAA für PVC DN300xRp1¼ Si, Niro;Nur für Wasser!;4250204469103;84819000;Stk;1;490,21;;2,50%;5,300;440,0;125,0;400,0
1116609;VAA für PVC DN250xRp1¼ Si;Brücke aus GGG, Nur für Wasser!;4250204469110;84819000;Stk;1;739,82;;2,50%;16,450;440,0;125,0;400,0
1116610;VAA für PVC DN300xRp1¼ Si;Brücke aus GGG, Nur für Wasser!;4250204469127;84819000;Stk;1;743,67;;2,50%;17,500;440,0;125,0;400,0
1116700;VAA für PVC DN50xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204458275;84819000;Stk;1;276,44;;2,50%;4,000;180,0;120,0;320,0
1116701;VAA für PVC DN65xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204458282;84819000;Stk;1;293,94;;2,50%;4,230;180,0;120,0;320,0
1116702;VAA für PVC DN80xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458299;84819000;Stk;1;293,94;;2,50%;5,200;240,0;125,0;330,0
1116703;VAA für PVC DN100xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458305;84819000;Stk;1;293,94;;2,50%;5,670;240,0;125,0;330,0
1116704;VAA für PVC DN125xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458312;84819000;Stk;1;319,41;;2,50%;6,800;240,0;125,0;330,0
1116705;VAA für PVC DN150xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458329;84819000;Stk;1;319,41;;2,50%;7,250;240,0;125,0;330,0
1116706;VAA für PVC DN200xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458336;84819000;Stk;1;362,39;;2,50%;10,100;440,0;125,0;400,0
1116707;VAA für PVC DN250xRp1½ Si, Niro;Nur für Wasser!;4250204458343;84819000;Stk;1;505,01;;2,50%;6,000;440,0;125,0;400,0
1116708;VAA für PVC DN300xRp1½ Si, Niro;Nur für Wasser!;4250204458350;84819000;Stk;1;509,37;;2,50%;6,000;440,0;125,0;400,0
1116709;VAA für PVC DN250xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458367;84819000;Stk;1;757,73;;2,50%;16,400;185,0;278,0;365,0
1116710;VAA für PVC DN300xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458374;84819000;Stk;1;761,86;;2,50%;17,450;440,0;125,0;400,0
1116730;VAA für PE mit PE-H d63xRp1½ Si;max.Bohr-Ø24mm, Nur für Wasser!;4250204458381;84819000;Stk;1;323,18;;2,50%;4,140;180,0;120,0;320,0
1116731;VAA für PE mit PE-H d75xRp1½ Si;max.Bohr-Ø24mm, Nur für Wasser!;4250204458398;84819000;Stk;1;341,68;;2,50%;4,370;180,0;120,0;320,0
1116732;VAA für PE mit PE-H d90xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458404;84819000;Stk;1;341,68;;2,50%;4,400;240,0;125,0;330,0
1116733;VAA für PE mit PE-H d110xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458411;84819000;Stk;1;341,68;;2,50%;5,810;240,0;125,0;330,0
1116734;VAA für PE mit PE-H d125xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458428;84819000;Stk;1;367,99;;2,50%;6,800;240,0;125,0;330,0
1116735;VAA für PE mit PE-H d140xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458435;84819000;Stk;1;367,99;;2,50%;7,390;240,0;125,0;330,0
1116736;VAA für PE mit PE-H d160xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458442;84819000;Stk;1;367,99;;2,50%;7,100;240,0;125,0;330,0
1116737;VAA für PE mit PE-H d180xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458459;84819000;Stk;1;467,62;;2,50%;10,600;440,0;125,0;400,0
1116738;VAA für PE mit PE-H d200xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458466;84819000;Stk;1;auf Anfrage;;#WERT!;11,300;260,0;210,0;400,0
1116739;VAA für PE mit PE-H d225xRp1½ Si;Brücke aus GGG, Nur für Wasser!;4250204458473;84819000;Stk;1;412,80;;2,50%;9,800;440,0;125,0;400,0
1116740;VAA für PE mit PE-H d250xRp1½ Si, Niro;Nur für Wasser!;4250204458480;84819000;Stk;1;619,21;;2,50%;6,100;440,0;125,0;400,0
1116741;VAA für PE mit PE-H d280xRp1½ Si, Niro;Nur für Wasser!;4250204458497;84819000;Stk;1;549,33;;2,50%;5,860;440,0;125,0;400,0
1116742;VAA für PE mit PE-H d315xRp1½ Si, Niro;Nur für Wasser!;4250204458503;84819000;Stk;1;553,55;;2,50%;5,740;440,0;125,0;400,0
1116743;VAA für PE mit PE-H d280x1½ Si m. Gusshal;Brücke aus GGG, Nur für Wasser!;4250204458510;84819000;Stk;1;823,68;;2,50%;16,563;440,0;125,0;400,0
1116744;VAA für PE mit PE-H d315x1½ Si m. Gusshal;Brücke aus GGG, Nur für Wasser!;4250204458527;84819000;Stk;1;827,67;;2,50%;18,407;440,0;125,0;400,0
1116800;VAA für PVC DN50xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204469134;84819000;Stk;1;353,37;;2,50%;4,300;180,0;120,0;320,0
1116801;VAA für PVC DN65xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204469141;84819000;Stk;1;371,28;;2,50%;4,750;180,0;120,0;320,0
1116802;VAA für PVC DN80xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204469158;84819000;Stk;1;371,28;;2,50%;5,300;240,0;125,0;330,0
1116803;VAA für PVC DN100xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204469165;84819000;Stk;1;371,28;;2,50%;5,800;240,0;125,0;330,0
1116804;VAA für PVC DN125xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204469172;84819000;Stk;1;396,45;;2,50%;6,741;240,0;125,0;330,0
1116805;VAA für PVC DN150xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204469189;84819000;Stk;1;396,45;;2,50%;7,150;240,0;125,0;330,0
1116806;VAA für PVC DN200xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204469196;84819000;Stk;1;439,45;;2,50%;10,250;440,0;125,0;400,0
1116807;VAA für PVC DN250xRp2 Si m. Nirohalteband;Nur für Wasser!;4250204469202;84819000;Stk;1;586,16;;2,50%;6,150;440,0;125,0;400,0
1116808;VAA für PVC DN300xRp2 Si m. Nirohalteband;Nur für Wasser!;4250204469219;84819000;Stk;1;590,25;;2,50%;6,250;440,0;125,0;400,0
1116809;VAA für PVC DN250xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204469226;84819000;Stk;1;835,09;;2,50%;15,000;440,0;125,0;400,0
1116810;VAA für PVC DN300xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204469233;84819000;Stk;1;838,90;;2,50%;18,190;400,0;90,0;300,0
1116811;VAA für PVC DN110xRp2 Si;Brücke aus GGG, Nur für Wasser!;4250204482638;84819000;Stk;1;382,92;;2,50%;5,750;240,0;125,0;330,0
1116812;VAA für PVC DN175xRp2 Si;Nur für Wasser!;4250204482645;84819000;Stk;1;auf Anfrage;;#WERT!;9,100;440,0;125,0;400,0
1116813;VAA für PVC DN225xRp2 Si m. Nirohalteband;Nur für Wasser!;4250204482652;84819000;Stk;1;572,46;;2,50%;6,050;440,0;125,0;400,0
1117600;VAA für PVC DN50xRp1¼ Si;Nur für Wasser!;4250204469325;84819000;Stk;1;215,52;;2,50%;2,350;180,0;120,0;320,0
1117601;VAA für PVC DN65xRp1¼ Si;Nur für Wasser!;4250204469332;84819000;Stk;1;215,52;;2,50%;2,500;180,0;120,0;320,0
1117602;VAA für PVC DN80xRp1¼ Si;Nur für Wasser!;4250204469349;84819000;Stk;1;225,45;;2,50%;2,554;180,0;120,0;320,0
1117603;VAA für PVC DN100xRp1¼ Si;Nur für Wasser!;4250204469356;84819000;Stk;1;231,45;;2,50%;2,857;180,0;120,0;320,0
1117604;VAA für PVC DN125xRp1¼ Si;Nur für Wasser!;4250204469363;84819000;Stk;1;259,51;;2,50%;3,400;240,0;125,0;330,0
1117605;VAA für PVC DN150xRp1¼ Si;Nur für Wasser!;4250204469370;84819000;Stk;1;269,41;;2,50%;3,450;240,0;125,0;330,0
1117700;VAA für PVC DN50xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204458572;84819000;Stk;1;233,96;;2,50%;2,760;180,0;120,0;320,0
1117701;VAA für PVC DN65xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204458589;84819000;Stk;1;233,96;;2,50%;2,830;180,0;120,0;320,0
1117702;VAA für PVC DN80xRp1½ Si;Nur für Wasser!;4250204458596;84819000;Stk;1;244,02;;2,50%;2,940;180,0;120,0;320,0
1117703;VAA für PVC DN100xRp1½ Si;Nur für Wasser!;4250204458602;84819000;Stk;1;250,00;;2,50%;3,195;180,0;120,0;320,0
1117704;VAA für PVC DN125xRp1½ Si;Nur für Wasser!;4250204458619;84819000;Stk;1;277,93;;2,50%;3,710;240,0;125,0;330,0
1117705;VAA für PVC DN150xRp1½ Si;Nur für Wasser!;4250204458626;84819000;Stk;1;287,96;;2,50%;3,900;240,0;125,0;330,0
1117739;VAA-PVC für PE mit PE-H d63xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204458633;84819000;Stk;1;268,35;;2,50%;2,900;180,0;120,0;320,0
1117740;VAA-PVC für PE mit PE-H d75xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204458640;84819000;Stk;1;268,35;;2,50%;2,970;180,0;120,0;320,0
1117741;VAA-PVC für PE mit PE-H d90xRp1½ Si;Nur für Wasser!;4250204458657;84819000;Stk;1;278,22;;2,50%;3,330;180,0;120,0;320,0
1117742;VAA-PVC für PE mit PE-H d110xRp1½ Si;Nur für Wasser!;4250204458664;84819000;Stk;1;284,24;;2,50%;3,348;180,0;120,0;320,0
1117743;VAA-PVC für PE mit PE-H d140xRp1½ Si;Nur für Wasser!;4250204458671;84819000;Stk;1;311,79;;2,50%;3,850;240,0;125,0;330,0
1117744;VAA-PVC für PE mit PE-H d160xRp1½ Si;Nur für Wasser!;4250204458688;84819000;Stk;1;321,66;;2,50%;3,770;240,0;125,0;330,0
1117800;VAA für PVC DN50xRp2 Si;Nur für Wasser!;4250204469387;84819000;Stk;1;312,81;;2,50%;2,855;180,0;120,0;320,0
1117801;VAA für PVC DN65xRp2 Si;Nur für Wasser!;4250204469394;84819000;Stk;1;312,81;;2,50%;3,080;180,0;120,0;320,0
1117802;VAA für PVC DN80xRp2 Si;Nur für Wasser!;4250204469400;84819000;Stk;1;323,02;;2,50%;3,120;180,0;120,0;320,0
1117803;VAA für PVC DN100xRp2 Si;Nur für Wasser!;4250204469417;84819000;Stk;1;328,73;;2,50%;3,400;180,0;120,0;320,0
1117804;VAA für PVC DN125xRp2 Si;Nur für Wasser!;4250204469424;84819000;Stk;1;356,64;;2,50%;3,950;240,0;125,0;330,0
1117805;VAA für PVC DN150xRp2 Si;Nur für Wasser!;4250204469431;84819000;Stk;1;366,43;;2,50%;4,210;240,0;125,0;330,0
1117900;Kolbenschieber-AA für PVC DN50xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204471519;84819000;Stk;1;233,96;;2,50%;3,900;180,0;120,0;320,0
1117901;Kolbenschieber-AA für PVC DN65xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204471526;84819000;Stk;1;233,96;;2,50%;3,970;180,0;120,0;320,0
1117902;Kolbenschieber-AA für PVC DN80xRp1½ Si;Nur für Wasser!;4250204471533;84819000;Stk;1;244,02;;2,50%;4,310;180,0;120,0;320,0
1117903;Kolbenschieber-AA für PVC DN100xRp1½ Si;Nur für Wasser!;4250204471540;84819000;Stk;1;251,96;;2,50%;3,354;180,0;120,0;320,0
1117904;Kolbenschieber-AA für PVC DN125xRp1½ Si;Nur für Wasser!;4250204471557;84819000;Stk;1;277,93;;2,50%;4,850;180,0;120,0;320,0
1117905;Kolbenschieber-AA für PVC DN 150xRp1½ Si;Nur für Wasser!;4250204471564;84819000;Stk;1;287,96;;2,50%;4,850;240,0;125,0;330,0
1117939;Kolbenschieber-AA PE m. PE-H d63xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204472561;84819000;Stk;1;266,97;;2,50%;3,900;180,0;120,0;320,0
1117940;Kolbenschieber-AA PE m. PE-H d75xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204472578;84819000;Stk;1;266,97;;2,50%;3,970;180,0;120,0;320,0
1117941;Kolbenschieber-AA PE m. PE-H d90xRp1½ Si;Nur für Wasser!;4250204472585;84819000;Stk;1;276,71;;2,50%;4,310;180,0;120,0;320,0
1117942;Kolbenschieber-AA PE m. PE-H d110xRp1½ Si;Nur für Wasser!;4250204472592;84819000;Stk;1;284,64;;2,50%;3,507;180,0;120,0;320,0
1117943;Kolbenschieber-AA PE m. PE-H d140xRp1½ Si;Nur für Wasser!;4250204472608;84819000;Stk;1;310,02;;2,50%;4,850;180,0;120,0;320,0
1117944;Kolbenschieber-AA PE m. PE-H d160xRp1½ Si;Nur für Wasser!;4250204472615;84819000;Stk;1;319,88;;2,50%;4,850;240,0;125,0;330,0
1118000;Kugel-AA für PVC DN50xRp1½ Si;Nur für Wasser!;4250204467420;84819000;Stk;1;254,32;;2,50%;4,110;180,0;120,0;320,0
1118001;Kugel-AA für PVC DN65xRp1½ Si;Nur für Wasser!;4250204467437;84819000;Stk;1;254,32;;2,50%;4,180;180,0;120,0;320,0
1118002;Kugel-AA für PVC DN80xRp1½ Si;Nur für Wasser!;4250204467444;84819000;Stk;1;264,67;;2,50%;4,290;180,0;120,0;320,0
1118003;Kugel-AA für PVC DN100xRp1½ Si;Nur für Wasser!;4250204467451;84819000;Stk;1;270,81;;2,50%;3,284;180,0;120,0;320,0
1118004;Kugel-AA für PVC DN125xRp1½ Si;Nur für Wasser!;4250204467468;84819000;Stk;1;299,69;;2,50%;5,060;180,0;120,0;320,0
1118005;Kugel-AA für PVC DN150xRp1½ Si;Nur für Wasser!;4250204467475;84819000;Stk;1;310,02;;2,50%;4,980;240,0;125,0;330,0
1118039;Kugel-AA PVC für PE mit PE-H d63xRp1½ Si;max.Bohr-Ø24mm,Nur für Wasser!;4250204467482;84819000;Stk;1;280,69;;2,50%;4,110;180,0;120,0;320,0
