mnr;KURZTEXT1;KURZTEXT2;GTIN;INTRASTATNUMMER;MENGENEINHEIT;PE;BRUTTOPREIS 2025;END PREIS;TZ;GEWICHT;B;H;T
1175315;Standrohr-Auslaufventil  m. KMR Q3=16 G2;;4250204417456;84819000;Stk;;158,40;;;1,9;68;137;224
1175353;Standrohr-AV mit GEKA für STR-WZ G1¼, BA;;4250204462951;84813099;Stk;;343,84;;;1,884;68;184;227
1175354;Standrohr-AV mit GEKA für STR-WZ G1½, BA;;4250204462968;84813099;Stk;;366,53;;;2,1;68;181;227
1175355;Standrohr-AV mit GEKA für STR-WZ G2, BA;;4250204462975;84813099;Stk;;373,78;;;2,3;74;181;232
1175611;Verschluss für UFH DN80;;4250204469776;84819000;Stk;;347,45;;;2,46;80;102;150
1175627;EWE-Klauenerweiterung DN50 auf DN80;;4250204417500;84819000;Stk;;777,75;;;5,4;117;238;140
1175634;EWE-Klauenreduzierung DN80 auf DN50;;4250204473094;84819000;Stk;;975,31;;;5,3;110;212;150
1175635;EWE-Klauenreduzierung DN100 auf DN80;;4250204417517;84819000;Stk;;1.177,39;;;10,7;140;226;197
1175716;"EWE-Übergangsstück 80 f. Meßsonden  ¾""";;4250204477368;84819000;Stk;;323,48;;;2,472;80;102;150
1175800;Entlüfter für Unterflurhydrant DN80;;4250204457636;84819000;Stk;;865,90;;;4,04;140;461;102
1175802;Entlüfter für Unterflurhydrant DN50;;4250204469783;84819000;Stk;;1.054,51;;;5,328;95;95;250
1176006;Zylindersieb aus Edelstahl DN50;;4250204473100;84819000;Stk;;63,17;;;0,053;47;91;47
1176008;Kegelsieb aus Edelstahl DN80, DN100;;4250204417555;84819000;Stk;;63,17;;;0,061;150;63;63
1176016;Feinfilter aus Edelstahl DN40;;4250204496284;84819000;Stk;;189,36;;;0,168;40;260;40
1176017;Feinfilter aus Edelstahl DN50;;4250204473117;84819000;Stk;;234,13;;;0,315;450;47;47
1176018;Feinfilter aus Edelstahl DN80/100;;4250204457964;84819000;Stk;;225,03;;;0,377;450;63;63
1178001;MODU-STR-UT DN80 ohne Armatur;;4250204497731;84819000;Stk;;699,72;;;7,952;375;723;100
1178004;MODU-STR-UT DN80 mit KH;;4250204497748;84819000;Stk;;865,10;;;13,431;375;925;100
1178007;MODU-STR-UT DN80 mit KH - Handrad;;4250204497755;84819000;Stk;;884,19;;;11,952;375;865;115
1178012;MODU-STR-UT Württem. DN50 ohne Armatur;;4250204498714;84819000;Stk;;846,01;;;9,537;375;1594;88
1178013;MODU-STR-UT Württem. DN50 mit KH;;4250204498721;84819000;Stk;;1.011,40;;;13,563;375;1736;151
1178014;MODU-STR-UT Württem. DN50 mit KH-Handrad;;4250204498738;84819000;Stk;;1.030,49;;;13,57;375;1736;150
1178015;MODU-STR-UT Württem.DN50 KH-Handrad 2,80m;;4255651700427;84819000;Stk;;2.059,05;;;16,599;375;2967;150
1178050;MODU-Kopf mit WZ Q3 4, 1x AV DN20 EB;;4250204498745;84819000;Stk;;502,53;;;4,653;280;340;115
1178051;MODU-Kopf mit WZ Q3 4, 2x AV DN20 EB;;4250204498752;84819000;Stk;;534,32;;;5,358;290;340;140
1178052;MODU-Kopf mit WZ Q3 4, 4x AV DN20 EB;;4250204498769;84819000;Stk;;795,13;;;8,708;253;378;243
1178053;MODU-Kopf mit WZ Q3 4, 7x AV DN20 EB;;4250204498776;84819000;Stk;;915,98;;;10,875;300;380;300
1178054;MODU-Kopf ohne  WZ Q3 4, 1x AV DN20 EB;;4250204498783;84819000;Stk;;400,74;;;3,166;115;340;190
1178055;MODU-Kopf ohne  WZ Q3 4, 2x AV DN20 EB;;4250204498790;84819000;Stk;;438,92;;;3,871;300;340;115
1178056;MODU-Kopf ohne  WZ Q3 4, 4x AV DN20 EB;;4250204498806;84819000;Stk;;706,06;;;7,221;250;380;250
1178057;MODU-Kopf ohne  WZ Q3 4, 7x AV DN20 EB;;4250204498813;84819000;Stk;;826,95;;;9,271;330;380;330
1178060;MODU-Kopf mit WZ Q3 10, 7xAV DN20 RV;;4250204498820;84819000;Stk;;1.024,14;;;11,588;330;430;330
1178061;MODU-Kopf mit WZ Q3 10, 1xC DN40 KMR;;4250204498837;84819000;Stk;;852,38;;;9,103;370;370;115
1178062;MODU-Kopf mit WZ Q3 10, 2xC DN40 KMR;;4250204498844;84819000;Stk;;1.176,79;;;13,728;440;370;200
1178063;MODU-Kopf mit WZ Q3 10, 1xAVDN20 1xC DN40;;4250204498851;84819000;Stk;;915,98;;;9,823;390;390;200
1178064;MODU-Kopf ohne  WZ Q3 10, 7xAV DN20 RV;;4250204498868;84819000;Stk;;896,91;;;9,733;330;430;330
1178065;MODU-Kopf ohne WZ Q3 10, 1xC DN40 KMR;;4250204498875;84819000;Stk;;725,17;;;7,278;280;370;115
1178066;MODU-Kopf ohne  WZ Q3 10, 2xC DN40 KMR;;4250204498882;84819000;Stk;;1.049,58;;;11,903;440;370;115
1178067;MODU-Kopf ohne WZQ3 10, 1xAVDN20 1xC DN40;;4250204498899;84819000;Stk;;763,32;;;7,998;400;400;115
1178070;MODU-Kopf mit WZ Q3 16, 1xC DN40 RV;;4250204498905;84819000;Stk;;954,15;;;12,259;410;400;135
1178071;MODU-Kopf mit WZ Q3 16, 2xC DN40 RV;;4250204498912;84819000;Stk;;1.310,37;;;15,904;500;400;240
1178072;MODU-Kopf mit WZQ3 16, 1xAV DN20,1xC DN40;;4250204498929;84819000;Stk;;1.017,76;;;12,129;390;420;240
1178073;MODU-Kopf ohne WZ Q3 16, 1xC  DN40 RV;;4250204498936;84819000;Stk;;725,17;;;8,207;280;400;115
1178074;MODU-Kopf ohne WZ Q3 16, 2xC  DN40 RV;;4250204498943;84819000;Stk;;1.081,38;;;11,852;500;400;115
1178075;MODU-Kopf ohne WZQ3 16,1xAV DN20,1xC DN40;;4250204498950;84819000;Stk;;788,77;;;8,007;390;420;115
1178100;MODU-Kopf mit WZ Q3 4, 1x BA DN20;;4250204497762;84819000;Stk;;674,28;;;5,358;82;298;310
1178101;MODU-Kopf mit WZ Q3 4, 2x BA DN20;;4250204497779;84819000;Stk;;947,79;;;6,586;82;298;310
1178102;MODU-Kopf mit WZ Q3 4, 4x BA DN20;;4250204497786;84819000;Stk;;1.679,32;;;11,421;82;310;298
1178103;MODU-Kopf mit WZ Q3 4, 7x BA DN20;;4250204497793;84819000;Stk;;2.512,59;;;16,058;340;389;389
1178104;MODU-Kopf ohne WZ Q3 4, 1x BA DN20 m.P.;;4250204498967;84819000;Stk;;604,30;;;3,871;120;300;220
1178105;MODU-Kopf ohne WZ Q3 4, 2x BA DN20 m.P.;;4250204498974;84819000;Stk;;871,47;;;5,741;120;300;220
1178106;MODU-Kopf ohne WZ Q3 4, 4x BA DN20 m.P.;;4250204498981;84819000;Stk;;1.596,61;;;9,98;120;300;220
1178107;MODU-Kopf ohne WZ Q3 4, 7x BA DN20 m.P.;;4250204498998;84819000;Stk;;2.423,55;;;14,571;120;300;220
1178110;MODU-Kopf mit WZ Q3 10, 7x BA DN20;;4250204497809;84819000;Stk;;2.595,30;;;16,341;390;340;390
1178111;MODU-Kopf mit WZ Q3 10, 1x BA DN40;;4250204497816;84819000;Stk;;1.615,72;;;10,343;428;382;115
1178112;MODU-Kopf mit WZ Q3 10, 2x BA DN40;;4250204497823;84819000;Stk;;2.786,13;;;15,453;206;382;616
1178113;MODU-Kopf mit  WZQ3 10, 1xDN20 1xDN40 BA;;4250204497830;84819000;Stk;;1.901,94;;;11,653;477;382;199
1178114;MODU-Kopf ohne WZ Q3 10, 7x BA DN20 m.P.;;4250204499001;84819000;Stk;;2.455,36;;;14,208;400;400;400
1178115;MODU-Kopf ohne WZ Q3 10, 1x BA DN40 m.P.;;4250204499018;84819000;Stk;;1.501,19;;;8,518;400;400;400
1178116;MODU-Kopf ohne WZ Q3 10, 2x BA DN40 m.P.;;4250204499025;84819000;Stk;;2.639,83;;;13,683;400;400;400
1178117;MODU-Kopf ohne WZ Q3 10, 1xDN20 1xDN40 BA;;4250204499032;84819000;Stk;;1.717,49;;;9,827;400;400;400
1178120;MODU-Kopf mit WZ Q3 16, 1x BA DN40;;4250204497847;84819000;Stk;;1.711,11;;;12,609;115;416;280
1178121;MODU-Kopf mit WZ Q3 16, 2x BA DN40;;4250204497854;84819000;Stk;;2.868,82;;;18,6;616;243;416
1178122;MODU-Kopf mit WZ Q3 16, 1xDN20 1xDN40 BA;;4250204497861;84819000;Stk;;2.003,72;;;14,011;480;414;236
1178123;MODU-Kopf ohne WZ Q3 16, 1xDN40 BA  m.P.;;4250204499049;84819000;Stk;;1.501,19;;;8,857;333;420;115
1178124;MODU-Kopf ohne WZ Q3 16, 2xDN40 BA  m.P.;;4250204499056;84819000;Stk;;2.620,74;;;14,563;620;420;111
1178125;MODU-Kopf ohne WZ Q3 16,1x DN20 1xDN40 BA;;4250204499063;84819000;Stk;;1.781,09;;;9,946;480;420;105
1178200;MODU-Spülkopf mit C-Storz;;4250204497878;84819000;Stk;;268,63;;;2,271;118;171;137
1178201;MODU-Spülkopf mit B-Storz;;4250204497885;84819000;Stk;;366,90;;;2,798;1266;185;137
1178202;MODU-Spülkopf mit Spülkissen;;4255651700083;84819000;Stk;;992,91;;;9,913;0;0;0
1178203;MODU-Spülkopf, C u. Probeentnahmeventil;;4250204498332;84819000;Stk;;438,92;;;3,54;173;171;151
1178204;MODU-Spülkopf und  Bogen und Spülrohr;;4250204499896;84819000;Stk;;378,75;;;3,657;415;242;115
1178205;MODU-Kopf mit Manometer und  ¾ KH, Geka;;4255651700090;84819000;Stk;;396,33;;;3,54;173;171;151
1178209;MODU-Kopf-Blindkupplung;;4250204499100;84819000;Stk;;286,25;;;1;115;92;74
1178210;MODU-Spülkopf mit Bogen und C-Storz;;4250204499117;84819000;Stk;;316,14;;;2,8;115;157;198
1178211;MODU-Kopf mit Be-und Entlüfter d40;;4255651700106;84819000;Stk;;1.057,24;;;1,946;0;0;0
1178212;MODU-Spülkopf mit 2xKH C-Kupplung;;4255651700434;84819000;Stk;;1.493,13;;;11,7;496;185;214
1180002;Überflurhydranten-WZ Q3=4, C x C;;4250204480207;84819000;Stk;;763,71;;;5,8;99;199;548
1180004;Überflurhydranten-WZ Q3=4, C x 1AV EB;;4250204417746;84819000;Stk;;658,07;;;4,3;482;145;98
1180011;Überflurhydranten Anschluß, C x 1AV BA;;4250204483031;84819000;Stk;;610,52;;;3,45;99;230;324
1180015;Überflurhydranten Anschluß, C x 2AV EB;;4255651704715;84819000;Stk;;618,37;;;3,654;290;166;193
1180016;Überflurhydranten Anschluß, C x 4AV EB;;4255651704708;84819000;Stk;;827,29;;;5,734;489;166;317
1180022;Überflurhydranten Anschluß, B x 2AV BA;;4255651704692;84819000;Stk;;1.123,76;;;5,981;356;230;244
1180042;Überflurhydranten-WZ Q3=10, C x 2AV BA;;4250204484502;84819000;Stk;;1.193,10;;;7,4;355;231;493
1180043;Überflurhydranten-WZ Q3=10, B x 2AV BA;;4250204484519;84819000;Stk;;1.308,71;;;8,976;464;220;353
1180044;Überflurhydranten-WZ Q3=4, C x 1AV BA;;4250204462128;84819000;Stk;;855,22;;;5,15;98;230;519
1180045;Überflurhydranten-WZ Q3=10, B x 1AV BA;;4250204462142;84819000;Stk;;751,42;;;7,535;570;221;126
1180047;Überflurhydranten-WZ Q3=10, C x 1AV BA;;4250204483048;84819000;Stk;;931,99;;;5,9;102;231;595
1180048;Überflurhydr.-WZ G1¼, C x 1AV BA, o.WZ;;4250204483055;84819000;Stk;;763,26;;;3,615;102;231;595
1180102;Überflurhydranten-WZ Q3=10, C x C;;4250204417760;84819000;Stk;;840,48;;;6,32;102;201;593
1180103;Überflurhydranten-WZ Q3=10, B x C;;4250204494846;90289090;Stk;;1.015,81;;;7,147;560;191;126
1180302;Überflurhydranten Anschluß,  C x G1, KMR;;4250204417807;84819000;Stk;;482,32;;;2;98;135;178
1180402;Überflurhydranten Anschluß, C x G1¼, KMR;;4250204417821;84819000;Stk;;482,32;;;2,01;180;135;98
1180403;ÜH Anschluß, Belüfter, C x G1¼, KMR;;4250204484533;84819000;Stk;;610,52;;;2,9;105;263;340
1180413;ÜH Anschluß, Belüfter, C x G1½, KMR;;4250204484540;84819000;Stk;;586,24;;;2,57;105;263;340
1180414;ÜH Anschluß, Belüfter, B x G1½, KMR;;4255651700441;84819000;Stk;;675,42;;;3,441;127;194;126
1180501;ÜH Anschluß, C x C, BA o.Winkel;;4250204480214;84819000;Stk;;1.712,73;;;6,455;105;263;340
1180502;Überflurhydranten Anschluß, C x C, BA;;4250204457995;84819000;Stk;;1.828,81;;;7,3;105;265;425
1180504;Überflurhydranten Anschluß, B x C, BA;;4250204494853;84819000;Stk;;1.880,38;;;8,12;392;252;126
1500014;Abwasser-Absperrarmatur PN10 d50;;4250204448436;84819000;Stk;;395,49;;;3,002;260;210;400
1500514;Abwasser-Absperrarmatur d50 Lang;;4250204448429;84819000;Stk;;401,89;;;3,2;260;210;400
1501014;Abwasser-Absperrarmatur 45° d50 / d63;;4250204448412;84819000;Stk;;417,32;;;3,547;260;210;400
1504600;Abw-AA-AGS DN50 x PE-Stutzen d50 kurz;;4250204484564;84819000;Stk;;426,91;;;5,607;260;210;400
1504601;Abw-AA-AGS DN65 x PE-Stutzen d50 kurz;;4250204484571;84819000;Stk;;426,91;;;5,64;260;210;400
1504602;Abw-AA-AGS DN80 x PE-Stutzen d50 kurz;;4250204484588;84819000;Stk;;430,87;;;6,165;260;210;400
1504603;Abw-AA-AGS DN100 x PE-Stutzen d50 kurz;;4250204484595;84819000;Stk;;436,70;;;6,602;260;210;400
1504604;Abw-AA-AGS DN125 x PE-Stutzen d50 kurz;;4250204484601;84819000;Stk;;442,65;;;7,084;260;210;400
1504605;Abw-AA-AGS DN150 x PE-Stutzen d50 kurz;;4250204484618;84819000;Stk;;446,48;;;7,546;260;210;400
1504606;Abw-AA-AGS DN175 x PE-Stutzen d50 kurz;;4250204484625;84819000;Stk;;456,13;;;7,57;260;210;400
1504607;Abw-AA-AGS DN200/225 x PE-Stutz. d50 kurz;;4250204484632;84819000;Stk;;456,13;;;8,202;260;210;400
1504608;Abw-AA-AGS DN250/275 x PE-Stutz. d50 kurz;;4250204484649;84819000;Stk;;481,51;;;9,3;260;210;400
1504609;Abw-AA-AGS DN300 x PE-Stutzen d50 kurz;;4250204484656;84819000;Stk;;502,88;;;10;260;210;400
1504610;Abw-AA-AGS DN350 x PE-Stutzen d50 kurz;;4250204484663;84819000;Stk;;561,17;;;10,2;260;210;400
1504611;Abw-AA-AGS DN400 x PE-Stutzen d50 kurz;;4250204484670;84819000;Stk;;561,17;;;10,4;260;210;400
1504612;Abw-AA-AGS DN450 x PE-Stutzen d50 kurz;;4250204484687;84819000;Stk;;600,05;;;12,2;260;210;400
1504613;Abw-AA-AGS DN500 x PE-Stutzen d50 kurz;;4250204484694;84819000;Stk;;600,05;;;12,28;260;210;400
1504630;Abw-AA-AGS DN50 x PE-Stutzen d50 lang;;4250204484700;84819000;Stk;;430,38;;;5,75;260;210;400
1504631;Abw-AA-AGS DN65 x PE-Stutzen d50 lang;;4250204484717;84819000;Stk;;430,38;;;5,788;260;210;400
1504632;Abw-AA-AGS DN80 x PE-Stutzzen d50 lang;;4250204484724;84819000;Stk;;434,37;;;6,314;260;210;400
1504633;Abw-AA-AGS DN100 x PE-Stutzen d50 lang;;4250204484731;84819000;Stk;;440,18;;;6,751;260;210;400
1504634;Abw-AA-AGS DN125 x PE-Stutzen d50 lang;;4250204484748;84819000;Stk;;446,16;;;7,233;260;210;400
1504635;Abw-AA-AGS DN150 x PE-Stutzen d50 lang;;4250204484755;84819000;Stk;;449,67;;;7,7;260;210;400
1504636;Abw-AA-AGS DN175 x PE-Stutzen d50 lang;;4250204484762;84819000;Stk;;459,48;;;7,725;260;210;400
1504637;Abw-AA-AGS DN200/225 x PE-Stutz. d50 lang;;4250204484779;84819000;Stk;;459,48;;;8,351;260;210;400
1504638;Abw-AA-AGS DN250/275 x PE-Stutz. d50 lang;;4250204484786;84819000;Stk;;484,85;;;9,446;260;210;400
1504639;Abw-AA-AGS DN300 x PE-Stutzen d50 lang;;4250204484793;84819000;Stk;;506,25;;;10,148;260;210;400
1504640;Abw-AA-AGS DN350 x PE-Stutzen d50 lang;;4250204484809;84819000;Stk;;564,67;;;10,361;260;210;400
1504641;Abw-AA-AGS DN400 x PE-Stutzen d50 lang;;4250204484816;84819000;Stk;;564,67;;;10,542;260;210;400
1504642;Abw-AA-AGS DN450 x PE-Stutzen d50 lang;;4250204484823;84819000;Stk;;603,24;;;12,352;260;210;400
1504643;Abw-AA-AGS DN500 x PE-Stutzen d50 lang;;4250204484830;84819000;Stk;;603,24;;;12,432;260;210;400
1504660;"Abw-AA-AGS DN50 x PVC-Stutzen IG 1½""";;4250204484847;84819000;Stk;;426,91;;;5,389;260;210;400
1504661;"Abw-AA-AGS DN65 x PVC-Stutzen IG 1½""";;4250204484854;84819000;Stk;;426,91;;;5,871;260;210;400
1504662;"Abw-AA-AGS DN80 x PVC-Stutzen IG 1½""";;4250204484861;84819000;Stk;;430,87;;;6,4;260;210;400
1504663;"Abw-AA-AGS DN100 x PVC-Stutzen IG 1½""";;4250204484878;84819000;Stk;;436,70;;;6,8;260;210;400
1504664;"Abw-AA-AGS DN125 x PVC-Stutzen IG 1½""";;4250204484885;84819000;Stk;;442,65;;;7,316;260;210;400
1504665;"Abw-AA-AGS DN150 x PVC-Stutzen IG 1½""";;4250204484892;84819000;Stk;;446,48;;;7,778;260;210;400
1504666;"Abw-AA-AGS DN175 x PVC-Stutzen IG 1½""";;4250204484908;84819000;Stk;;456,13;;;7,808;260;210;400
1504667;"Abw-AA-AGS DN200/225 x PVC-Stutzen IG 1½""";;4250204484915;84819000;Stk;;456,13;;;8,4;260;210;400
1504668;"ABW-AA-AGS DN250/275 x PVC-Stutzen IG 1½""";;4250204484922;84819000;Stk;;481,51;;;9,529;260;210;400
1504669;"Abw-AA-AGS DN300 x PVC-Stutzen IG 1½""";;4250204484939;84819000;Stk;;502,88;;;10,231;260;210;400
1504670;"Abw-AA-AGS DN350 x PVC-Stutzen IG 1½""";;4250204484946;84819000;Stk;;561,17;;;10,444;260;210;400
1504671;"Abw-AA-AGS DN400 x PVC-Stutzen IG 1½""";;4250204484953;84819000;Stk;;561,17;;;10,625;260;210;400
1504672;"Abw-AA-AGS DN450 x PVC-Stutzen IG 1½""";;4250204484960;84819000;Stk;;600,05;;;12,435;260;210;400
1504673;"Abw-AA-AGS DN500 x PVC-Stutzen IG 1½""";;4250204484977;84819000;Stk;;600,05;;;12,515;260;210;400
1541015;"Abw-AA  +ELGEF Plus+ d63 x PVC IG 1½""";;4250204448405;84819000;Stk;;432,57;;;1;260;210;400
1541016;"Abw-AA  +ELGEF Plus+ d75 x PVC IG 1½""";;4250204448399;84819000;Stk;;439,12;;;1;260;210;400
1541017;"Abw-AA  +ELGEF Plus+ d90 x PVC IG 1½""";;4250204448382;84819000;Stk;;441,45;;;1;260;210;400
1541018;"Abw-AA  +ELGEF Plus+ d110 x PVC IG 1½""";;4250204448375;84819000;Stk;;443,64;;;1;260;210;400
1541019;"Abw-AA  +ELGEF Plus+ d140 x PVC IG 1½""";;4250204448368;84819000;Stk;;478,81;;;2,5;260;210;400
1541020;"Abw-AA  +ELGEF Plus+ d160 x PVC IG 1½""";;4250204448351;84819000;Stk;;505,13;;;2,5;260;210;400
1541021;"Abw-AA  +ELGEF Plus+ d225 x PVC IG 1½""";;4250204448344;84819000;Stk;;570,85;;;2,5;260;210;400
1541031;"Abw-AA  +ELGEF Plus+ d125 x PVC IG 1½""";;4250204448337;84819000;Stk;;465,59;;;2,5;260;210;400
1541032;"Abw-AA  +ELGEF Plus+ d180 x PVC IG 1½""";;4250204448320;84819000;Stk;;511,68;;;2,5;260;210;400
1541033;"Abw-AA  +ELGEF Plus+ d200 x PVC IG 1½""";;4250204448313;84819000;Stk;;537,84;;;2,5;260;210;400
1541517;"Abw-AA ""Frialen"" d90 x PVC IG 1½""";;4250204448306;84819000;Stk;;579,71;;;4,48;260;210;400
1541518;"Abw-AA ""Frialen"" d110 x PVC IG 1½""";;4250204448290;84819000;Stk;;594,99;;;1;260;210;400
1541520;"Abw-AA ""Frialen"" d160 x PVC IG 1½""";;4250204448283;84819000;Stk;;682,81;;;2,5;260;210;400
1541521;"Abw-AA ""Frialen"" d225 x PVC IG 1½""";;4250204448276;84819000;Stk;;720,03;;;2,5;260;210;400
1541531;"Abw-AA ""Frialen"" d125 x PVC IG 1½""";;4250204448269;84819000;Stk;;654,31;;;2,5;260;210;400
1541532;"Abw-AA ""Frialen"" d180 x PVC IG 1½""";;4250204448252;84819000;Stk;;685,00;;;2,5;260;210;400
1541533;"Abw-AA ""Frialen"" d200 x PVC IG 1½""";;4250204448245;84819000;Stk;;711,18;;;2,5;260;210;400
1542001;Abw-AA  +ELGEF Plus+ d63 x PE d50 kurz;;4250204448238;84819000;Stk;;432,57;;;3,5;260;210;400
1542003;Abw-AA  +ELGEF Plus+ d75 x PE d50 kurz;;4250204448221;84819000;Stk;;439,12;;;1;260;210;400
1542005;Abw-AA  +ELGEF Plus+ d90 x PE d50 kurz;;4250204448214;84819000;Stk;;441,45;;;3,65;260;210;400
1542007;Abw-AA  +ELGEF Plus+ d110 x PE d50 kurz;;4250204448207;84819000;Stk;;443,64;;;1;260;210;400
1542009;Abw-AA  +ELGEF Plus+ d125 x PE d50 kurz;;4250204448191;84819000;Stk;;465,59;;;3,61;260;210;400
1542011;Abw-AA  +ELGEF Plus+ d140 x PE d50 kurz;;4250204448184;84819000;Stk;;478,81;;;1;260;210;400
1542013;Abw-AA  +ELGEF Plus+ d160 x PE d50 kurz;;4250204448177;84819000;Stk;;505,13;;;1;260;210;400
1542015;Abw-AA  +ELGEF Plus+ d180 x PE d50 kurz;;4250204448160;84819000;Stk;;511,68;;;3,8;260;210;400
1542017;Abw-AA  +ELGEF Plus+ d200 x PE d50 kurz;;4250204448153;84819000;Stk;;537,84;;;1;260;210;400
1542019;Abw-AA  +ELGEF Plus+ d225 x PE d50 kurz;;4250204448146;84819000;Stk;;570,85;;;1;260;210;400
1542505;"Abw-AA ""Frialen"" d90 x PE d50 kurz";;4250204447910;84819000;Stk;;579,71;;;1;260;210;400
1542507;"Abw-AA ""Frialen"" d110 x PE d50 kurz";;4250204447903;84819000;Stk;;594,99;;;5;260;210;400
1542509;"Abw-AA ""Frialen"" d125 x PE d50 kurz";;4250204447897;84819000;Stk;;654,31;;;1;260;210;400
1542513;"Abw-AA ""Frialen"" d160 x PE d50 kurz";;4250204447880;84819000;Stk;;682,81;;;1;260;210;400
1542515;"Abw-AA ""Frialen"" d180 x PE d50 kurz";;4250204447873;84819000;Stk;;685,00;;;1;260;210;400
1542517;"Abw-AA ""Frialen"" d200 x PE d50 kurz";;4250204447866;84819000;Stk;;711,18;;;1;260;210;400
1542519;"Abw-AA ""Frialen"" d225 x PE d50 kurz";;4250204447859;84819000;Stk;;720,03;;;1;260;210;400
1543002;Abw-AA  +ELGEF Plus+ d63 x PE d50 lang;;4250204447842;84819000;Stk;;436,06;;;2,5;260;210;400
1543004;Abw-AA  +ELGEF Plus+ d75 x PE d50 lang;;4250204447835;84819000;Stk;;442,58;;;3,7;260;210;400
1543006;Abw-AA  +ELGEF Plus+ d90 x PE d50 lang;;4250204447828;84819000;Stk;;444,95;;;1;260;210;400
1543008;Abw-AA +ELGEF Plus+ d110 x PE d50 lang;;4250204447811;84819000;Stk;;447,13;;;1;260;210;400
1543010;Abw-AA +ELGEF Plus+ d125 x PE d50 lang;;4250204447804;84819000;Stk;;468,76;;;2,5;260;210;400
1543012;Abw-AA +ELGEF Plus+ d140 x PE d50 lang;;4250204447798;84819000;Stk;;482,15;;;1;260;210;400
1543014;Abw-AA +ELGEF Plus+ d160 x PE d50 lang;;4250204447781;84819000;Stk;;508,46;;;1;260;210;400
1543016;Abw-AA +ELGEF Plus+ d180 x PE d50 lang;;4250204447774;84819000;Stk;;515,02;;;1;260;210;400
1543018;Abw-AA +ELGEF Plus+ d200 x PE d50 lang;;4250204447767;84819000;Stk;;541,33;;;1;260;210;400
1543020;Abw-AA +ELGEF Plus+ d225 x PE d50 lang;;4250204447750;84819000;Stk;;574,03;;;1;260;210;400
1543506;"Abw-AA ""Frialen"" d90 x PE d50 lang";;4250204447743;84819000;Stk;;582,92;;;1;260;210;400
1543508;"Abw-AA ""Frialen"" d110 x PE d50 lang";;4250204447736;84819000;Stk;;598,18;;;5,35;260;210;400
1543510;"Abw-AA ""Frialen"" d125 x PE d50 lang";;4250204447729;84819000;Stk;;657,66;;;5,5;260;210;400
1543514;"Abw-AA ""Frialen"" d160 x PE d50 lang";;4250204447712;84819000;Stk;;686,15;;;1;260;210;400
1543516;"Abw-AA ""Frialen"" d180 x PE d50 lang";;4250204447705;84819000;Stk;;688,17;;;1;260;210;400
1543518;"Abw-AA ""Frialen"" d200 x PE d50 lang";;4250204447699;84819000;Stk;;714,65;;;1;260;210;400
1543520;"Abw-AA ""Frialen"" d225 x PE d50 lang";;4250204447682;84819000;Stk;;723,24;;;1;260;210;400
1545015;"Abwasser-AA PVC DN50 x PVC IG 1½""";;4250204447675;84819000;Stk;;426,17;;;4,43;260;210;400
1545016;"Abwasser-AA PVC DN65 x PVC IG 1½""";;4250204447668;84819000;Stk;;428,06;;;4,6;260;210;400
1545017;"Abwasser-AA PVC DN80 x PVC IG 1½""";;4250204447651;84819000;Stk;;430,38;;;4,65;260;210;400
1545018;"Abwasser-AA PVC DN100 x PVC IG 1½""";;4250204447644;84819000;Stk;;432,57;;;4,89;260;210;400
1545019;"Abwasser-AA PVC DN125 x PVC IG 1½""";;4250204447637;84819000;Stk;;461,21;;;5,35;260;210;400
1545020;"Abwasser-AA PVC DN150 x PVC IG 1½""";;4250204447620;84819000;Stk;;483,31;;;5,31;260;210;400
1545021;"Abwasser-AA PVC DN200 x PVC IG 1½""";;4250204447613;84819000;Stk;;544,53;;;11,26;260;210;400
1546001;Abwasser-AA PVC DN50 x PE d50 kurz;;4250204447606;84819000;Stk;;426,17;;;4,15;260;210;400
1546003;Abwasser-AA PVC DN65 x PE d50 kurz;;4250204447590;84819000;Stk;;428,06;;;4,15;260;210;400
1546005;Abwasser-AA PVC DN80 x PE d50 kurz;;4250204447583;84819000;Stk;;430,38;;;4,4;260;210;400
1546007;Abwasser-AA PVC DN100 x PE d50 kurz;;4250204447576;84819000;Stk;;432,57;;;4,5;260;210;400
1546011;Abwasser-AA PVC DN125 x PE d50 kurz;;4250204447569;84819000;Stk;;461,21;;;4,8;260;210;400
1546013;Abwasser-AA PVC DN150 x PE d50 kurz;;4250204447552;84819000;Stk;;483,31;;;5,2;260;210;400
1546019;Abwasser-AA PVC DN200 x PE d50 kurz;;4250204447545;84819000;Stk;;544,53;;;10,65;260;210;400
1547002;Abwasser-AA PVC DN50 x PE d50 lang;;4250204447538;84819000;Stk;;429,23;;;5,178;260;210;400
1547004;Abwasser-AA PVC DN65 x PE d50 lang;;4250204447521;84819000;Stk;;431,56;;;4,45;260;210;400
1547006;Abwasser-AA PVC DN80 x PE d50 lang;;4250204447514;84819000;Stk;;433,60;;;2,5;260;210;400
1547008;Abwasser-AA PVC DN100 x PE d50 lang;;4250204447507;84819000;Stk;;436,06;;;2,5;260;210;400
1547012;Abwasser-AA PVC DN125 x PE d50 lang;;4250204447484;84819000;Stk;;464,54;;;2,5;260;210;400
1547014;Abwasser-AA PVC DN150 x PE d50 lang;;4250204447477;84819000;Stk;;486,36;;;2,5;260;210;400
1547020;Abwasser-AA PVC DN200 x PE d50 lang;;4250204447460;84819000;Stk;;547,88;;;11,3;260;210;400
