mnr;KURZTEXT1;KURZTEXT2;GTIN;INTRASTATNUMMER;MENGENEINHEIT;PE;BRUTTOPREIS 2025;END PREIS;TZ;GEWICHT;B;H;T
1101414;Gartenhydrant Flansch DN50xDN40, Rd1,0m;;4255651700311;84819000;Stk;;1.298,41;;;10,963;90;885;245
1101415;Gartenhydrant Flansch DN50xDN40, Rd1,25m;;4255651700328;84819000;Stk;;1.331,17;;;12,534;90;885;245
1101416;Gartenhydrant Flansch DN50xDN40, Rd1,50m;;4255651700335;84819000;Stk;;1.350,82;;;13,267;90;885;245
1101417;Gartenhydrant Flansch DN50xDN40, Rd1,75m;;4255651700342;84819000;Stk;;1.383,58;;;14,554;90;885;245
1101419;Gartenhydrant Flansch DN50xG2, Rd1,0m;;4255651700359;84819000;Stk;;1.225,96;;;8,5;90;885;245
1101420;Gartenhydrant Flansch DN50xG2, Rd1,25m;;4255651700366;84819000;Stk;;1.272,50;;;12,108;90;885;245
1101421;Gartenhydrant Flansch DN50xG2, Rd1,50m;;4255651700373;84819000;Stk;;1.319,02;;;12,84;90;885;245
1101422;Gartenhydrant Flansch DN50xG2, Rd1,75m;;4255651700380;84819000;Stk;;1.337,35;;;14,128;90;885;245
1101436;Gartenhydrant G2 x DN40, Rd 1,00m;;4250204494822;84819000;Stk;;956,58;;;9,2;90;900;220
1101437;Gartenhydrant G2 x DN40, Rd 1,25m;;4250204495997;84819000;Stk;;989,34;;;10,8;90;1150;220
1101438;Gartenhydrant G2 x DN40, Rd 1,50m;;4250204496000;84819000;Stk;;1.008,99;;;11,5;90;1400;220
1101439;Gartenhydrant G2 x DN40, Rd 1,75m;;4250204496017;84819000;Stk;;1.041,75;;;12,8;90;1650;220
1101441;Gartenhydrant G2, Rd 1,00m;;4250204479379;84819000;Stk;;884,14;;;8,5;90;885;245
1101442;Gartenhydrant G2, Rd 1,25m;;4250204479386;84819000;Stk;;930,68;;;10,1;90;1149;241
1101443;Gartenhydrant G2, Rd 1,50m;;4250204479393;84819000;Stk;;977,19;;;10,9;90;1400;241
1101444;Gartenhydrant G2, Rd 1,75m;;4250204482607;84819000;Stk;;995,52;;;12,1;207;1609;207
1101450;Gartenhydrant G1 x DN25, Rd 1,00-1,50 m;;4250204499933;84819000;Stk;;675,49;;;10,082;0;0;0
1101451;Gartenhydrant G1 x DN25, Rd 0,60 m;;4250204499940;84819000;Stk;;558,96;;;6,002;260;551;170
1101452;Gartenhydrant G1 x DN25, Rd 0,75 m;;4250204499957;84819000;Stk;;558,96;;;6,372;260;701;170
1101453;Gartenhydrant G1 x DN25, Rd 0,90 m;;4250204499964;84819000;Stk;;558,96;;;6,73;260;851;170
1101454;Gartenhydrant G1 x DN25, Rd 1,00 m;;4250204499971;84819000;Stk;;510,27;;;6,725;260;910;170
1101455;Gartenhydrant G1 x DN25, Rd 1,25 m;;4250204499988;84819000;Stk;;521,55;;;7,81;260;1150;170
1101456;Gartenhydrant G1 x DN25, Rd 1,50 m;;4250204499995;84819000;Stk;;532,10;;;8,815;260;1400;170
1101485;EWE-DB-Befüllschlauchleitung DN25, 20 m;;4250204406870;84819000;Stk;;2.299,69;;;16;531;534;90
1101490;Trinkwasser-Befüllhydrant, kurz;;4250204406887;84819000;Stk;;2.966,13;;;40,677;529;2000;501
1101495;Trinkwasser-Befüllhydrant;;4250204406894;84819000;Stk;;1.181,28;;;26,705;350;2515;170
1101715;Gartenventil DN25 mit Entleerung - SET;;4255651700021;84819000;Stk;;327,88;;;2,919;340;400;170
1101915;"EWE-Muffen-Kugelhahn Rp 1½"", Wasser, Si";;4250204479416;84818081;Stk;;258,68;;;1,96;108;135;75
1102108;Muffen-Kolbenschieber  Rp 1, Si;;4250204479423;84819000;Stk;;200,18;;;1,591;167;100;49
1102109;Muffen-Kolbenschieber Rp 1¼, Si;;4250204473674;84819000;Stk;;241,52;;;1,88;110;198;56
1102110;Muffen-Kolbenschieber Rp1½, Si;;4250204473681;84819000;Stk;;287,46;;;2,2;63;218;115
1102111;Muffen-Kolbenschieber  Rp 2, Si;;4250204479430;84819000;Stk;;313,60;;;3,795;80;260;150
1103145;Anbohr-Kolbenschieber R1¼ x Rp1, Si;;4250204470383;84819000;Stk;;189,97;;;1,37;168;100;49
1103146;Anbohr-Kolbenschieber R1½ x Rp1¼, Si;;4250204470390;84819000;Stk;;225,38;;;1,808;117;198;56
1103147;Anbohr-Kolbenschieber R2 x Rp1½, Si;;4250204470406;84819000;Stk;;274,95;;;2,151;62;218;122
1103148;Anbohr-Kolbenschieber R2½ x Rp2, Si;;4250204470413;84819000;Stk;;408,08;;;3,72;150;175;50
1103150;Anbohr-Kolbenschieber R2 x Rp2, Si;;4250204482614;84819000;Stk;;349,55;;;4,358;80;260;189
1104100;"EWE-Kolbenschieber Rp1"" x d32,Si";;4250204479447;84819000;Stk;;210,30;;;1,592;184;174;62
1104101;"EWE-Kolbenschieber Rp1¼"" x d40,Si";;4250204479454;84819000;Stk;;259,18;;;1,848;204;210;80
1104102;"EWE-Kolbenschieber Rp1½"" x d50,Si";;4250204479461;84819000;Stk;;312,20;;;1,848;94;232;228
1104103;"EWE-Kolbenschieber Rp2"" x d63,Si";;4250204479478;84819000;Stk;;346,29;;;1,848;94;232;228
1111508;EWE-PE-Kolbenschieber d32xd32mm, Si;;4250204470420;84819000;Stk;;334,60;;;2,1;169;458;90
1111509;EWE-PE-Kolbenschieber d40xd40mm, Si;;4250204470437;84819000;Stk;;398,05;;;2,9;208;480;78
1111510;EWE-PE-Kolbenschieber d50xd50mm, Si;;4250204470444;84819000;Stk;;464,67;;;3,736;92;230;490
1111511;EWE-PE-Kolbenschieber d63xd63mm, Si;;4250204470451;84819000;Stk;;569,12;;;6,15;111;275;529
1111912;EWE-PE-Kugelhahn 32 x 32 mm, Si;;4250204407501;84819000;Stk;;387,66;;;3,15;444;139;84
1111913;EWE-PE-Kugelhahn 40 x 40 mm, Si;;4250204407518;84819000;Stk;;410,40;;;3,61;478;136;78
1111914;EWE-PE-Kugelhahn 50 x 50 mm, Si;;4250204407525;84819000;Stk;;578,25;;;3,89;483;143;92
1111915;EWE-PE-Kugelhahn 63 x 63 mm, Si;;4250204407532;84819000;Stk;;674,99;;;4,27;489;153;111
1112200;VAA für AGS mit BH DN50xRp1½  Si;;4250204460766;84819000;Stk;;298,46;;;4,38;180;120;320
1112201;VAA für AGS mit BH DN65xRp1½  Si;;4250204458022;84819000;Stk;;298,46;;;4,54;180;120;320
1112202;VAA für AGS mit BH DN80xRp1½  Si;;4250204458039;84819000;Stk;;301,98;;;4,58;180;120;320
1112203;VAA für AGS mit BH DN100xRp1½  Si;;4250204458046;84819000;Stk;;307,64;;;4,91;240;125;330
1112204;VAA für AGS mit BH DN125xRp1½  Si;;4250204458053;84819000;Stk;;313,34;;;5,75;240;125;330
1112205;VAA für AGS mit BH DN150xRp1½  Si;;4250204458060;84819000;Stk;;317,10;;;6,43;240;125;330
1112206;VAA für AGS mit BH DN175xRp1½  Si;;4250204458077;84819000;Stk;;326,17;;;6,14;240;125;330
1112207;VAA für AGS mit BH DN200/225xRp1½  Si;;4250204458084;84819000;Stk;;326,17;;;7,45;440;125;400
1112208;VAA für AGS mit BH DN250/275xRp1½  Si;;4250204458091;84819000;Stk;;350,38;;;8,06;440;125;400
1112209;VAA für AGS mit BH DN300xRp1½  Si;;4250204458107;84819000;Stk;;370,64;;;8,93;440;125;400
1112210;VAA für AGS mit BH DN350xRp1½  Si;;4250204458114;84819000;Stk;;426,21;;;9,43;90;278;396
1112211;VAA für AGS mit BH DN400xRp1½  Si;;4250204463163;84819000;Stk;;426,21;;;9,58;440;125;400
1112212;VAA für AGS mit BH DN450xRp1½  Si;;4250204458121;84819000;Stk;;462,98;;;9,7;90;278;529
1112213;VAA für AGS mit BH DN500xRp1½  Si;;4250204458138;84819000;Stk;;462,98;;;9,9;90;278;529
1112302;VAA für AGS mit BH DN80xRp2  Si;;4250204468472;84819000;Stk;;376,57;;;5,16;180;120;320
1112303;VAA für AGS mit BH DN100xRp2  Si;;4250204468489;84819000;Stk;;382,14;;;5,49;240;125;330
1112304;VAA für AGS mit BH DN125xRp2  Si;;4250204468496;84819000;Stk;;387,97;;;5,95;240;125;330
1112305;VAA für AGS mit BH DN150xRp2  Si;;4250204468502;84819000;Stk;;391,72;;;6,68;240;125;330
1112306;VAA für AGS mit BH DN175xRp2  Si;;4250204468519;84819000;Stk;;400,65;;;6,72;240;125;330
1112307;VAA für AGS mit BH DN200/225xRp2  Si;;4250204468526;84819000;Stk;;400,65;;;7,51;440;125;400
1112308;VAA für AGS mit BH DN250/275xRp2  Si;;4250204468533;84819000;Stk;;424,86;;;8,64;440;125;400
1112309;VAA für AGS mit BH DN300xRp2  Si;;4250204468540;84819000;Stk;;445,40;;;9,51;440;125;400
1112310;VAA für AGS mit BH DN350xRp2  Si;;4250204468557;84819000;Stk;;500,95;;;10,01;90;279;396
1112311;VAA für AGS mit BH DN400xRp2  Si;;4250204468564;84819000;Stk;;500,95;;;10,16;90;279;396
1112312;VAA für AGS mit BH DN450xRp2  Si;;4250204468571;84819000;Stk;;537,99;;;10,28;90;279;529
1112313;VAA für AGS mit BH DN500xRp2  Si;;4250204468588;84819000;Stk;;537,99;;;10,48;90;279;529
1112400;Kugel-AA für AGS mit BH DN50xRp1½ Si;;4250204465723;84819000;Stk;;309,97;;;4,76;240;125;330
1112401;Kugel-AA für AGS mit BH DN65xRp1½ Si;;4250204465730;84819000;Stk;;309,97;;;4,92;240;125;330
1112402;Kugel-AA für AGS mit BH DN80xRp1½ Si;;4250204465747;84819000;Stk;;313,74;;;4,96;180;120;320
1112403;Kugel-AA für AGS mit BH DN100xRp1½ Si;;4250204465754;84819000;Stk;;319,14;;;5,29;180;120;320
1112404;Kugel-AA für AGS mit BH DN125xRp1½ Si;;4250204465761;84819000;Stk;;324,82;;;5,75;240;125;330
1112405;Kugel-AA für AGS mit BH DN150xRp1½ Si;;4250204465778;84819000;Stk;;328,49;;;6,48;240;125;330
1112406;Kugel-AA für AGS mit BH DN175xRp1½ Si;;4250204465785;84819000;Stk;;337,80;;;6,52;240;125;330
1112407;Kugel-AA für AGS mit BH DN200/225xRp1½Si;;4250204465792;84819000;Stk;;337,80;;;7,31;440;125;400
1112408;Kugel-AA für AGS mit BH DN250/275xRp1½Si;;4250204465808;84819000;Stk;;361,74;;;8,44;440;125;400
1112409;Kugel-AA für AGS mit BH DN300xRp1½ Si;;4250204465815;84819000;Stk;;382,14;;;9,31;440;125;400
1112410;Kugel-AA für AGS mit BH DN350xRp1½ Si;;4250204465822;84819000;Stk;;437,68;;;9,81;90;163;396
1112411;Kugel-AA für AGS mit BH DN400xRp1½ Si;;4250204465839;84819000;Stk;;437,68;;;9,96;90;163;396
1112412;Kugel-AA für AGS mit BH DN450xRp1½ Si;;4250204465846;84819000;Stk;;474,73;;;10,08;90;163;529
1112413;Kugel-AA für AGS mit BH DN500xRp1½ Si;;4250204465853;84819000;Stk;;474,73;;;10,28;90;163;529
1112500;Kugel-VAA für AGS mit BH DN50xRp1½ Si;;4250204465860;84819000;Stk;;367,26;;;5,59;180;120;320
1112501;Kugel-VAA für AGS mit BH DN65xRp1½ Si;;4250204465877;84819000;Stk;;367,26;;;5,75;180;120;320
1112502;Kugel-VAA für AGS mit BH DN80xRp1½ Si;;4250204465884;84819000;Stk;;370,64;;;5,79;180;120;320
1112503;Kugel-VAA für AGS mit BH DN100xRp1½ Si;;4250204465891;84819000;Stk;;376,32;;;6,65;240;125;330
1112504;Kugel-VAA für AGS mit BH DN125xRp1½ Si;;4250204465907;84819000;Stk;;381,88;;;6,58;240;125;330
1112505;Kugel-VAA für AGS mit BH DN150xRp1½ Si;;4250204465914;84819000;Stk;;385,65;;;7,7;240;125;330
1112506;Kugel-VAA für AGS mit BH DN175xRp1½ Si;;4250204465921;84819000;Stk;;394,86;;;7,35;240;125;330
1112507;Kugel-VAA für AGS mit BH DN200xRp1½ Si;;4250204465938;84819000;Stk;;394,86;;;8,75;440;125;400
1112508;Kugel-VAA für AGS mit BH DN250xRp1½ Si;;4250204465945;84819000;Stk;;419,04;;;9,27;440;125;400
1112509;Kugel-VAA für AGS mit BH DN300xRp1½ Si;;4250204465952;84819000;Stk;;439,19;;;10,14;440;125;400
1112510;Kugel-VAA für AGS mit BH DN350xRp1½ Si;;4250204465969;84819000;Stk;;494,75;;;10,64;400;90;300
1112511;Kugel-VAA für AGS mit BH DN400xRp1½ Si;;4250204465976;84819000;Stk;;494,75;;;10,75;400;90;300
1112512;Kugel-VAA für AGS mit BH DN450xRp1½ Si;;4250204465983;84819000;Stk;;531,90;;;10,91;400;90;300
1112513;Kugel-VAA für AGS mit BH DN500xRp1½ Si;;4250204465990;84819000;Stk;;531,90;;;11,11;530;90;300
1112600;Kugelhahn-AA für AGS mit BH  DN50x1½ Si;;4250204470468;84819000;Stk;;310,90;;;4,605;240;125;330
1112601;Kugelhahn-AA für AGS mit BH  DN65x1½ Si;;4250204470475;84819000;Stk;;310,90;;;4,28;240;125;330
1112602;Kugelhahn-AA für AGS mit BH  DN80x1½ Si;;4250204470482;84819000;Stk;;314,70;;;4,7;180;120;320
1112603;Kugelhahn-AA für AGS mit BH  DN100x1½ Si;;4250204470499;84819000;Stk;;320,37;;;5;180;120;320
1112604;Kugelhahn-AA für AGS mit BH  DN125x1½ Si;;4250204470505;84819000;Stk;;323,89;;;5,73;240;125;330
1112605;Kugelhahn-AA für AGS mit BH  DN150x1½ Si;;4250204470512;84819000;Stk;;329,42;;;6,2;240;125;330
1112606;Kugelhahn-AA für AGS mit BH  DN175x1½ Si;;4250204470529;84819000;Stk;;338,74;;;6,22;240;125;330
1112607;Kugelhahn-AA f AGS mit BH  DN200/225x1½Si;;4250204470536;84819000;Stk;;338,74;;;6,95;240;125;330
1112608;Kugelhahn-AA f AGS mit BH  DN250/275x1½Si;;4250204470543;84819000;Stk;;362,67;;;8;440;125;400
1112609;Kugelhahn-AA für AGS mit BH  DN300x1½ Si;;4250204470550;84819000;Stk;;383,09;;;8,75;440;125;400
1112610;Kugelhahn-AA für AGS mit BH  DN350x1½ Si;;4250204470567;84819000;Stk;;438,65;;;8,9;440;125;400
1112611;Kugelhahn-AA für AGS mit BH  DN400x1½ Si;;4250204470574;84819000;Stk;;438,65;;;8,9;400;90;300
1112612;Kugelhahn-AA für AGS mit BH  DN450x1½ Si;;4250204470581;84819000;Stk;;475,67;;;10,6;90;529;145
1112613;Kugelhahn-AA für AGS mit BH  DN500x1½ Si;;4250204470598;84819000;Stk;;475,67;;;10,8;90;529;145
1112700;Kolbenschieber-AA f. AGS m.BH DN50x1½ Si;;4250204470604;84819000;Stk;;298,46;;;5,52;240;125;330
1112701;Kolbenschieber-AA f. AGS m.BH DN65x1½ Si;;4250204470611;84819000;Stk;;298,46;;;6,01;240;125;330
1112702;Kolbenschieber-AA f. AGS m.BH DN80x1½ Si;;4250204470628;84819000;Stk;;301,98;;;5,72;180;120;320
1112703;Kolbenschieber-AA f. AGS m.BH DN100x1½ Si;;4250204470635;84819000;Stk;;307,64;;;6,05;180;120;320
1112704;Kolbenschieber-AA f. AGS m.BH DN125x1½ Si;;4250204470642;84819000;Stk;;313,34;;;6,51;240;125;330
1112705;Kolbenschieber-AA f. AGS m.BH DN150x1½ Si;;4250204470659;84819000;Stk;;317,10;;;7,24;240;125;330
1112706;Kolbenschieber-AA f. AGS m.BH DN175x1½ Si;;4250204470666;84819000;Stk;;326,17;;;7,28;240;125;330
1112707;Kolbenschieber-AA AGS/BH DN200/225 x1½ Si;;4250204470673;84819000;Stk;;326,17;;;8,66;440;125;400
1112708;Kolbenschieber-AA AGS/BH DN250/275 x1½ Si;;4250204470680;84819000;Stk;;350,38;;;9,2;440;125;400
1112709;Kolbenschieber-AA f. AGS m.BH DN300x1½ Si;;4250204470697;84819000;Stk;;370,12;;;10,07;440;125;400
1112710;Kolbenschieber-AA f. AGS m.BH DN350x1½ Si;;4250204470703;84819000;Stk;;426,21;;;10,57;90;383;139
1112711;Kolbenschieber-AA f. AGS m.BH DN400x1½ Si;;4250204470710;84819000;Stk;;426,21;;;10,72;90;383;139
1112712;Kolbenschieber-AA f. AGS m.BH DN450x1½ Si;;4250204470727;84819000;Stk;;462,98;;;10,84;90;529;139
1112713;Kolbenschieber-AA f. AGS m.BH DN500x1½ Si;;4250204473698;84819000;Stk;;462,98;;;11,04;90;529;139
1112900;KERA-AA für AGS mit BH DN50xRp1½ Si;;4250204473704;84819000;Stk;;385,47;;;4,38;260;280;400
1112901;KERA-AA für AGS mit BH DN65xRp1½ Si;;4250204473711;84819000;Stk;;385,47;;;4,54;260;280;400
1112902;KERA-AA für AGS mit BH DN80xRp1½ Si;;4250204473728;84819000;Stk;;388,92;;;4,58;260;280;400
1112903;KERA-AA für AGS mit BH DN100xRp1½ Si;;4250204473735;84819000;Stk;;394,72;;;4,91;260;280;400
1112904;KERA-AA für AGS mit BH DN125xRp1½ Si;;4250204473742;84819000;Stk;;400,43;;;5,75;260;280;400
1112905;KERA-AA für AGS mit BH DN150xRp1½ Si;;4250204473759;84819000;Stk;;404,31;;;6,43;260;280;400
1112906;KERA-AA für AGS mit BH DN175xRp1½ Si;;4250204473766;84819000;Stk;;413,71;;;6,14;260;280;400
1112907;KERA-AA für AGS mit BH DN200/225xRp1½ Si;;4250204473773;84819000;Stk;;413,71;;;7,45;260;280;400
1112908;KERA-AA für AGS mit BH DN250/275xRp1½ Si;;4250204473780;84819000;Stk;;438,51;;;8,06;260;280;400
1112909;KERA-AA für AGS mit BH DN300xRp1½ Si;;4250204473797;84819000;Stk;;459,18;;;8,93;260;280;400
1112910;KERA-AA für AGS mit BH DN350xRp1½ Si;;4250204473803;84819000;Stk;;516,12;;;9,43;90;163;396
1112911;KERA-AA für AGS mit BH DN400xRp1½ Si;;4250204473810;84819000;Stk;;516,12;;;9,58;90;163;396
1112912;KERA-AA für AGS mit BH DN450xRp1½ Si;;4250204473827;84819000;Stk;;554,22;;;9,7;90;163;529
1112913;KERA-AA für AGS mit BH DN500xRp1½ Si;;4250204473834;84819000;Stk;;554,22;;;9,9;90;163;529
1113200;VAA für AGS mit BDH DN50xRp1½  Si;;4250204460889;84819000;Stk;;346,03;;;4,89;240;125;330
1113201;VAA für AGS mit BDH DN65xRp1½  Si;;4250204460773;84819000;Stk;;346,03;;;4,72;240;125;330
1113202;VAA für AGS mit BDH DN80xRp1½  Si;;4250204460780;84819000;Stk;;349,58;;;5,04;180;120;320
1113203;VAA für AGS mit BDH DN100xRp1½  Si;;4250204460797;84819000;Stk;;355,23;;;5,27;240;125;330
1113204;VAA für AGS mit BDH DN125xRp1½  Si;;4250204460803;84819000;Stk;;360,79;;;5,77;240;125;330
1113205;VAA für AGS mit BDH DN150xRp1½  Si;;4250204460810;84819000;Stk;;364,55;;;6,67;440;125;400
1113206;VAA für AGS mit BDH DN175xRp1½  Si;;4250204460827;84819000;Stk;;373,60;;;6,72;440;125;400
1113207;VAA für AGS mit BDH DN200/225xRp1½  Si;;4250204460834;84819000;Stk;;373,60;;;7,62;440;125;400
1113208;VAA für AGS mit BDH DN250/275xRp1½  Si;;4250204460841;84819000;Stk;;397,82;;;8,42;440;125;400
1113209;VAA für AGS mit BDH DN300xRp1½  Si;;4250204460858;84819000;Stk;;418,11;;;8,72;440;125;400
1113210;VAA für AGS mit BDH DN350xRp1½  Si;;4250204460865;84819000;Stk;;492,03;;;11,47;90;278;396
1113211;VAA für AGS mit BDH DN400xRp1½  Si;;4250204460872;84819000;Stk;;492,03;;;11,47;90;278;396
1113212;VAA für AGS mit BDH DN450xRp1½  Si;;4250204460896;84819000;Stk;;529,20;;;12,47;90;278;529
1113213;VAA für AGS mit BDH DN500xRp1½  Si;;4250204460902;84819000;Stk;;529,20;;;12,47;90;278;529
1113400;Kugel-AA für AGS mit BDH  DN50xRp1½ Si;;4250204466003;84819000;Stk;;355,51;;;4,76;240;125;330
1113401;Kugel-AA für AGS mit BDH  DN65xRp1½ Si;;4250204466010;84819000;Stk;;355,51;;;4,92;240;125;330
1113402;Kugel-AA für AGS mit BDH  DN80xRp1½ Si;;4250204466027;84819000;Stk;;359,30;;;4,96;180;120;320
1113403;Kugel-AA für AGS mit BDH  DN100xRp1½ Si;;4250204466034;84819000;Stk;;364,81;;;5,29;180;120;320
1113404;Kugel-AA für AGS mit BDH  DN125xRp1½ Si;;4250204466041;84819000;Stk;;370,22;;;5,75;240;125;330
1113405;Kugel-AA für AGS mit BDH  DN150xRp1½ Si;;4250204466058;84819000;Stk;;373,90;;;6,48;240;125;330
1113406;Kugel-AA für AGS mit BDH  DN175xRp1½ Si;;4250204466065;84819000;Stk;;383,35;;;6,52;240;125;330
1113407;Kugel-AA f. AGS mit BDH  DN200/225xRp1½Si;;4250204466072;84819000;Stk;;383,35;;;7,31;440;125;400
1113408;Kugel-AA f. AGS mit BDH  DN250/275xRp1½Si;;4250204466089;84819000;Stk;;407,28;;;8,44;440;125;400
1113409;Kugel-AA für AGS mit BDH  DN300xRp1½ Si;;4250204466096;84819000;Stk;;427,56;;;9,31;440;125;400
1113410;Kugel-AA für AGS mit BDH  DN350xRp1½ Si;;4250204466102;84819000;Stk;;501,64;;;9,81;90;163;396
1113411;Kugel-AA für AGS mit BDH  DN400xRp1½ Si;;4250204466119;84819000;Stk;;501,64;;;9,96;90;163;396
1113412;Kugel-AA für AGS mit BDH  DN450xRp1½ Si;;4250204466126;84819000;Stk;;538,80;;;10,08;90;163;529
1113413;Kugel-AA für AGS mit BDH  DN500xRp1½ Si;;4250204466133;84819000;Stk;;538,80;;;10,28;90;163;529
1113500;Kugel-VAA für AGS mit BDH DN50xRp1½ Si;;4250204466140;84819000;Stk;;412,69;;;5,59;180;120;320
1113501;Kugel-VAA für AGS mit BDH DN65xRp1½ Si;;4250204466157;84819000;Stk;;412,69;;;5,75;180;120;320
1113502;Kugel-VAA für AGS mit BDH DN80xRp1½ Si;;4250204466164;84819000;Stk;;416,33;;;5,79;180;120;320
1113503;Kugel-VAA für AGS mit BDH DN100xRp1½ Si;;4250204466171;84819000;Stk;;422,02;;;6,65;240;125;330
1113504;Kugel-VAA für AGS mit BDH DN125xRp1½ Si;;4250204466188;84819000;Stk;;427,41;;;6,58;240;125;330
1113505;Kugel-VAA für AGS mit BDH DN150xRp1½ Si;;4250204466195;84819000;Stk;;431,22;;;7,7;240;125;330
1113506;Kugel-VAA für AGS mit BDH DN175xRp1½ Si;;4250204466201;84819000;Stk;;440,52;;;7,35;240;125;330
1113507;Kugel-VAA für AGS m BDH DN200/225xRp1½ Si;;4250204466218;84819000;Stk;;440,52;;;8,75;440;125;400
1113508;Kugel-VAA für AGS m BDH DN250/275xRp1½ Si;;4250204466225;84819000;Stk;;464,45;;;9,27;440;125;400
1113509;Kugel-VAA für AGS mit BDH DN300xRp1½ Si;;4250204466232;84819000;Stk;;484,74;;;10,14;440;125;400
1113510;Kugel-VAA für AGS mit BDH DN350xRp1½ Si;;4250204466249;84819000;Stk;;558,81;;;10,64;90;287;396
1113511;Kugel-VAA für AGS mit BDH DN400xRp1½ Si;;4250204466256;84819000;Stk;;558,81;;;10,75;90;287;396
1113512;Kugel-VAA für AGS mit BDH DN450xRp1½ Si;;4250204466263;84819000;Stk;;595,84;;;10,91;90;287;529
1113513;Kugel-VAA für AGS mit BDH DN500xRp1½ Si;;4250204466270;84819000;Stk;;595,84;;;11,11;90;287;529
1113600;Kugelhahn-AA für AGS mit BDH DN50x1½ Si;;4250204470741;84819000;Stk;;352,25;;;4,43;240;125;330
1113601;Kugelhahn-AA für AGS mit BDH DN65x1½ Si;;4250204470758;84819000;Stk;;352,25;;;4,5;240;125;330
1113602;Kugelhahn-AA für AGS mit BDH DN80x1½ Si;;4250204470765;84819000;Stk;;356,04;;;5;180;120;320
1113603;Kugelhahn-AA für AGS mit BDH DN100x1½ Si;;4250204470772;84819000;Stk;;361,58;;;5,4;180;120;320
1113604;Kugelhahn-AA für AGS mit BDH DN125x1½ Si;;4250204470789;84819000;Stk;;366,99;;;5,9;240;125;330
1113605;Kugelhahn-AA für AGS mit BDH DN150x1½ Si;;4250204470796;84819000;Stk;;370,64;;;6,4;240;125;330
1113606;Kugelhahn-AA für AGS mit BDH DN175x1½ Si;;4250204470802;84819000;Stk;;380,10;;;6,4;240;125;330
1113607;Kugelhahn-AA für AGS m BDH DN200/225x1½Si;;4250204470819;84819000;Stk;;380,10;;;7,2;440;125;400
1113608;Kugelhahn-AA für AGS m BDH DN250/275x1½Si;;4250204470826;84819000;Stk;;404,17;;;8,3;440;125;400
1113609;Kugelhahn-AA für AGS mit BDH DN300x1½ Si;;4250204470833;84819000;Stk;;424,30;;;8,9;440;125;400
1113610;Kugelhahn-AA für AGS mit BDH DN350x1½ Si;;4250204470840;84819000;Stk;;498,39;;;9,12;440;125;400
1113611;Kugelhahn-AA für AGS mit BDH DN400x1½ Si;;4250204470857;84819000;Stk;;498,39;;;9;90;396;135
1113612;Kugelhahn-AA für AGS mit BDH DN450x1½ Si;;4250204470864;84819000;Stk;;535,54;;;10,8;90;529;145
1113613;Kugelhahn-AA für AGS mit BDH DN500x1½ Si;;4250204470871;84819000;Stk;;535,54;;;10,95;90;529;135
1113700;Kolbenschieber-AA  AGS m.BDH DN50x1½ Si;;4250204470888;84819000;Stk;;346,03;;;5,52;240;125;330
1113701;Kolbenschieber-AA  AGS m.BDH DN65x1½ Si;;4250204470895;84819000;Stk;;346,03;;;6,01;240;125;330
1113702;Kolbenschieber-AA  AGS m.BDH DN80x1½ Si;;4250204470901;84819000;Stk;;349,58;;;5,72;180;120;320
1113703;Kolbenschieber-AA  AGS m.BDH DN100x1½ Si;;4250204470918;84819000;Stk;;355,23;;;6,05;240;125;330
1113704;Kolbenschieber-AA  AGS m.BDH DN125x1½ Si;;4250204470925;84819000;Stk;;360,79;;;6,51;240;125;330
1113705;Kolbenschieber-AA  AGS m.BDH DN150x1½ Si;;4250204470932;84819000;Stk;;364,55;;;7,24;240;125;330
1113706;Kolbenschieber-AA  AGS m.BDH DN175x1½ Si;;4250204470949;84819000;Stk;;373,60;;;7,28;240;125;330
1113707;Kolbensch.-AA  AGS m.BDH DN200/225 x1½ Si;;4250204470956;84819000;Stk;;373,60;;;8,66;440;125;400
1113708;Kolbensch.-AA  AGS m.BDH DN250/275 x1½ Si;;4250204470963;84819000;Stk;;397,82;;;9,2;440;125;400
1113709;Kolbenschieber-AA  AGS m.BDH DN300x1½ Si;;4250204470970;84819000;Stk;;418,11;;;10,07;440;125;400
1113710;Kolbenschieber-AA  AGS m.BDH DN350x1½ Si;;4250204470987;84819000;Stk;;492,03;;;10,57;90;383;139
1113711;Kolbenschieber-AA  AGS m.BDH DN400x1½ Si;;4250204470994;84819000;Stk;;492,03;;;10,72;90;383;139
1113712;Kolbenschieber-AA  AGS m.BDH DN450x1½ Si;;4250204471007;84819000;Stk;;529,20;;;10,84;90;529;139
1113713;Kolbenschieber-AA  AGS m.BDH DN500x1½ Si;;4250204471014;84819000;Stk;;529,20;;;11,04;90;529;139
1113900;KERA-AA für AGS mit BDH DN50xRp1½ Si;;4250204473841;84819000;Stk;;432,02;;;4,38;260;280;400
1113901;KERA-AA für AGS mit BDH DN65xRp1½ Si;;4250204473858;84819000;Stk;;432,02;;;4,54;260;280;400
1113902;KERA-AA für AGS mit BDH DN80xRp1½ Si;;4250204473865;84819000;Stk;;435,75;;;4,58;260;280;400
1113903;KERA-AA für AGS mit BDH DN100xRp1½ Si;;4250204473872;84819000;Stk;;441,59;;;4,91;260;280;400
1113904;KERA-AA für AGS mit BDH DN125xRp1½ Si;;4250204473889;84819000;Stk;;447,12;;;5,75;260;280;400
